company_name,company_id,id
[],[],12781
"['Artaxerxes Productions', 'Michael Thevis Enterprises Production']","[26684, 51152]",63317
[],[],272160
['Tele München Fernseh Produktionsgesellschaft (TMG)'],[7237],226693
['White Mirror Film Company'],[71243],370902
"['Magnolia Filmproduktion', 'Warner Bros.', 'Wüste Film']","[2169, 6194, 67261]",47845
[],[],224951
['Gonzo'],[1077],242546
['Really Real Films'],[69959],300403
['EBF Productions'],[17380],228109
"['Universal Pictures', 'Playtone', 'HBO Films', 'Gold Circle Films']","[33, 4171, 7429, 12026]",302688
"['New Real Films', 'Lumanity Production']","[2649, 8204]",327528
['DPPLR'],[53749],367108
[],[],326119
[],[],203124
[],[],167410
"['UTV Motion Pictures', 'Y NOT Studios', 'Thirukumaran Entertainment', 'Rajkumar Hirani Films']","[2320, 11835, 14294, 44163]",357706
[],[],210302
['Trigger Street Productions'],[11801],208091
[],[],136366
"['Trigger Street Productions', 'Jameson/ First Shot']","[11801, 73532]",384205
[],[],110898
"['Viking Films', 'Desvia', 'Canal Brasil', 'Malbicho Cine']","[1968, 13003, 13573, 42235]",314029
"['Penta Films', 'ADC Films']","[6651, 36546]",38706
['Walter Shenson Films'],[3462],18188
['Paramount Pictures'],[4],46776
[],[],195029
"['Les Films du Veyrier', 'Warp Films', 'Integral Films']","[3452, 12180, 35139]",58559
[],[],378137
['Netflix'],[59811],387054
['Gaumont British Picture Corporation'],[4978],124993
['David Grubin Productions'],[27649],42291
[],[],31184
[],[],359440
"['Bron Studios', 'RatPac Entertainment']","[13240, 28732]",297806
"['Double Feature Films', 'CBS Films']","[215, 5490]",186759
['Meta Film'],[45461],356326
"['British Broadcasting Corporation (BBC)', 'Sundance Channel', 'Endor Productions']","[3324, 12574, 12575]",153397
['Noma Productions'],[35915],40208
['New Line Cinema'],[12],342521
[],[],132540
"['i/o post', 'Kaval Film', 'A Atalanta']","[33214, 54760, 63197]",337758
"['Nimbus Film Productions', 'Pegasus Pictures', 'MPM Film', 'Nimbus iceland', 'pegasus']","[11672, 12496, 51399, 90850, 90851]",334922
"['Wytwórnia Filmów Dokumentalnych i Fabularnych (WFDiF)', 'Telewizja Polska\t(koprodukcja)', 'Polski Instytut Sztuki Filmowej (współfinansowanie)', 'Platige Image (koprodukcja)', 'HBO Polska (koprodukcja)']","[37732, 72890, 74691, 74925, 74926]",375742
"['Killer Films', 'Greencard Pictures', 'Bank Street Films', 'Supermarché']","[1422, 64854, 71894, 71895]",336011
"['Invincible Pictures Corp.', 'Abbolita Productions', 'Destro Films']","[16301, 23700, 35043]",290825
[],[],239103
[],[],157005
[],[],72750
"['Beta Film', 'Reteitalia', 'Televisión Española (TVE)', 'Société Française de Production (SFP)', 'Radiotelevisão Portuguesa (RTP)', 'Silvio Berlusconi Communications', 'ANFRI S.r.l.']","[1080, 1242, 6639, 6849, 8492, 8694, 16186]",48613
"['Head Gear Films', 'Reprisal Films', 'Metrol Technology', 'Kreo Films FZ', 'Reel Chefs Catering']","[5056, 7308, 25954, 50079, 83397]",333663
[],[],250852
[],[],201729
[],[],154786
[],[],82151
[],[],278660
[],[],75577
[],[],97399
['British Broadcasting Corporation (BBC)'],[3324],123680
[],[],34158
['Pulse Films'],[57430],214170
"['Phoenix Film', 'ARD Degeto Film']","[2125, 10947]",341745
[],[],276157
"['Bagboy Productions', 'Gratwick Films', 'Prime Films']","[20577, 20578, 45301]",122544
"['Blinder Films', 'Chic Films', 'Amazon Studios', 'Westerly Films', 'Revolver Amsterdam']","[9225, 12398, 20580, 37812, 46421]",296360
[],[],257044
[],[],165344
"['Jad Films', 'Société Nouvelle des Établissements Gaumont (SNEG)', 'Wager-Film']","[8130, 22396, 22397]",44256
['Les Films velvet'],[7117],186991
['Big Beach Films'],[12808],254952
[],[],259014
['Blue Goggles Films'],[74355],347848
"['Warner Bro. Japan', 'Production I.G.', 'Japan Association of Music Enterprises (JAME)']","[3627, 12657, 35441]",239367
['Vista Organization'],[4535],60410
['Universal Pictures'],[33],33419
['Paradis Films'],[255],76746
['Warner Bros.'],[6194],36818
['Warner Bros.'],[6194],242631
['Warner Bros.'],[6194],134238
['Warner Bros.'],[6194],207178
['Columbia Pictures Corporation'],[441],85231
"['Warner Bros.', 'The Vitaphone Corporation']","[6194, 9329]",75510
"['First National Pictures', 'Warner Bros.', 'The Vitaphone Corporation']","[3245, 6194, 9329]",122325
['Warner Bros.'],[6194],249969
[],[],66060
['Warner Bros.'],[6194],372691
['Warner Bros.'],[6194],178447
['Film Concorde'],[24205],86497
['Strela'],[20103],376716
"['Buffalo 8 Productions', 'Best Served Cold Productions']","[41735, 73386]",383535
['Murakami-Wolf Productions'],[5648],90110
[],[],297784
['Crudofilms'],[29856],365002
[],[],68048
[],[],261899
['Original Film'],[333],261112
['Nimbus Film Productions'],[11672],16017
[],[],145547
[],[],295627
['RHI Entertainment'],[20358],202831
"['MGM Television', 'Trilogy Entertainment Group', 'Hallmark Entertainment']","[2230, 2231, 4056]",50942
[],[],271664
[],[],75027
"['DC Comics', 'Warner Bros. Animation', 'DC Entertainment']","[429, 2785, 9993]",379291
"['Cowboy Films', 'BBC Films', 'Punk Cinema']","[245, 288, 71625]",338913
[],[],304869
[],[],251220
[],[],229353
[],[],302802
[],[],204506
"['Blue Sky Studios', 'Twentieth Century Fox Animation', 'House of Cool Studios']","[9383, 11749, 75052]",387893
['Estrella Productions'],[49619],109261
[],[],287717
[],[],45103
['Mosfilm'],[5120],27923
[],[],74705
"['Turner Entertainment', 'Jack Haley Jr. Productions']","[8922, 86787]",334629
['Zyzak Film Company'],[48510],246415
[],[],255548
"['Nikolaus Geyrhalter Filmproduktion', 'firstchoicefilms']","[2744, 88541]",125531
[],[],163042
['Estudios Cruz Delgado'],[13588],177714
"['Hunnia Filmstúdió', 'Mafilm']","[7013, 8100]",131027
['Qartuli Pilmi'],[15406],83234
"['M6 Films', 'Ciné@', 'Entre Chien et Loup', 'Canal+', 'CinéCinéma', 'Radio Télévision Belge Francophone (RTBF)', 'Pathé', 'Belgacom', 'Maison de Cinema', 'F.B. Productions', 'Ciné+', 'M6', 'Artémis Productions', 'Casa Kafka Pictures Movie Tax Shelter Empowered by Dexia', 'Casa Kafka Pictures', 'Tax Shelter Film Funding']","[1115, 2564, 3984, 5358, 6301, 7466, 7981, 8009, 9092, 9093, 10611, 11261, 11773, 11800, 11924, 15893]",78476
"['Sci Fi Pictures', 'United Filmmakers Organisation (UFO)', 'Armored Productions']","[4774, 44177, 50453]",239804
[],[],292081
"['Canana Films', 'Bananeira Filmes', 'Participant Media', 'IMVAL Producciones', 'Televisión Federal (Telefe)', 'Magma Cine', 'Manny Films', 'Participant PanAmerica']","[1719, 2535, 6735, 11293, 21915, 52162, 67475, 73673]",267579
['CJ Entertainment'],[7036],5252
[],[],67089
['Monogram Pictures'],[4395],182950
['HBO Documentary Films'],[17980],356325
[],[],114242
"['Arte', 'Zweites Deutsches Fernsehen (ZDF)', 'Friedrich-Wilhelm-Murnau-Stiftung', 'Praesens-Film', 'Looks Filmproduktionen GmbH', 'Deutsche Kinemathek für Film und Fernsehen', 'Deutsches Filminstitut', 'Filmmuseum München', 'Wide House']","[201, 4606, 18492, 30943, 32536, 90600, 90601, 90602, 90603]",304878
[],[],76105
['Cinetel Films'],[10399],357096
['Paramount Pictures'],[4],116500
[],[],45960
['Warner Bros.'],[6194],121848
[],[],81670
[],[],64239
[],[],12607
['Shaw Brothers'],[5798],187422
['Shaw Brothers'],[5798],64307
['Shaw Brothers'],[5798],66730
['Monogram Pictures'],[4395],193459
"['World of Wonder Productions', 'Film Manufacturers']","[79080, 79081]",373349
"['Screen Australia', 'Screen Queensland', 'Wolfhound Pictures', 'FOXTEL', 'Penance Films']","[7584, 10950, 15393, 79082, 79083]",344170
['Madera Productions'],[14838],110299
['Allied Artists Pictures'],[4928],59895
['TLA Releasing'],[328],36799
['Micheaux Film'],[46979],175226
['RKO Radio Pictures'],[6],224162
['Mack Sennett Comedies'],[22520],54241
['Columbia Pictures Corporation'],[441],85232
['Columbia Pictures Corporation'],[441],95037
['Metro-Goldwyn-Mayer (MGM)'],[8411],118517
['Universal Pictures'],[33],33486
['Universal Pictures'],[33],33484
['Universal Pictures'],[33],36704
['Universal Pictures'],[33],33482
['Universal Pictures'],[33],36706
['Warner Bros.'],[6194],179103
['Kodansha'],[6999],296071
"['Jigsaw Productions', 'Participant Media']","[2740, 6735]",380808
['Annapurna Pictures'],[13184],295699
['Planman Motion Pictures'],[2212],21571
[],[],161816
['One Race Productions'],[1225],19083
['Hollywood Media Bridge'],[3546],72912
[],[],205055
"['Cosmo-Films', 'Likely Story', 'FilmNation Entertainment', 'Filmwave Pictures', 'PalmStar Media', 'Distressed Films']","[513, 1785, 7493, 42379, 49152, 68417]",369557
['13 All Stars LLC'],[51663],336775
[],[],340627
"['Gaumont', 'Les Films du Losange', 'France 3 (FR 3)', 'RAI Radiotelevisione Italiana', 'Société Suisse de Radiodiffusion et Télévision (SSR)', 'Arbeitsgemeinschaft der öffentlich-rechtlichen Rundfunkanstalten der Bundesrepublik Deutschland (ARD)']","[9, 223, 11244, 20091, 68914, 94831]",75733
[],[],82100
[],[],40211
['Trigger Street Productions'],[11801],362541
[],[],123337
[],[],389882
[],[],58517
[],[],298869
"['Penn Station Entertainment', 'Periscope Entertainment']","[4916, 4917]",25451
[],[],185289
['Monogram Pictures'],[4395],184328
['Monogram Pictures'],[4395],185273
['Monogram Pictures'],[4395],187516
['Monogram Pictures'],[4395],156603
['Monogram Pictures'],[4395],180819
['Monogram Pictures'],[4395],252916
['Monogram Pictures'],[4395],115706
[],[],192371
[],[],116160
['Monogram Pictures'],[4395],107966
['Monogram Pictures'],[4395],174195
['Allied Artists Pictures'],[4928],116190
['Allied Artists Pictures'],[4928],70313
['Allied Artists Pictures'],[4928],144852
['Allied Artists Pictures'],[4928],193435
['Allied Artists Pictures'],[4928],178569
['Allied Artists Pictures'],[4928],177234
['Allied Artists Pictures'],[4928],230182
[],[],193450
"['ONE TWO Films', 'Jungle Book Entertainment', 'Protein Entertainment']","[39720, 52630, 78367]",358893
[],[],354220
['Robin Films'],[77864],347850
[],[],142023
"['Rhombus Media', 'O2 Filmes']","[164, 345]",351065
['PostPanic'],[35731],331985
[],[],321645
[],[],298165
['Pantaleon Entertainment GmbH'],[17465],334362
[],[],203890
[],[],25803
[],[],276828
['Film Boris von Borrisholm'],[49671],240636
[],[],317213
[],[],195030
[],[],348396
[],[],335026
[],[],365909
[],[],369373
[],[],250686
[],[],382523
[],[],109907
[],[],282346
[],[],300455
['Royal College of Art'],[29427],365566
"['Impala', 'In-Cine Compania Industrial Cinematografica']","[1183, 4808]",116312
['Sonset Friday Entertainment'],[59651],352166
"['University of Southern California, School of Cinematic Arts']",[21485],144686
"['Screen Entertainment Co.', 'Screencraft International', 'Theatrofilm']","[20039, 20040, 20041]",53202
[],[],142914
"['Amazon Studios', 'K5 Film', 'Animal Kingdom', 'Inkjet Productions']","[20580, 23437, 26995, 86041]",370755
"['Universal Pictures', 'Perfect World Pictures', 'Roth Films']","[33, 10338, 16314]",290595
"['Universal Pictures', 'Perfect World Pictures', 'Point Grey Pictures', 'Good Universe']","[33, 10338, 16615, 17393]",325133
[],[],133953
[],[],113660
['A Film Monkey Production'],[47547],224944
['Showtime Networks'],[4343],158928
['Warner Bros.'],[6194],86239
['Clover Productions'],[3458],26829
[],[],70151
['Columbia Pictures Corporation'],[441],388910
['Larry Darmour Productions'],[4977],29487
['Larry Darmour Productions'],[4977],29490
['Larry Darmour Productions'],[4977],29829
['Universal International Pictures (UI)'],[10330],46196
[],[],206099
['William Castle Productions'],[10324],29390
"['Paramount Pictures', 'William Castle Productions']","[4, 10324]",29398
['Cosmopolitan Productions'],[1442],300769
[],[],365183
['Arnold Pressburger Films'],[1486],118534
"['Blue + Green Communication', 'Slingshot Films']","[13673, 83516]",369168
"['Diamond Docs', 'Insurgent Media', 'Article 19 Films']","[4183, 7407, 61619]",355925
[],[],252674
['Dark Portal LLC'],[50242],327674
['Neophyte Productions'],[65125],356300
['Nikkatsu'],[955],101733
['Omega Pictures'],[12889],40043
['Shree Venkatesh Films'],[12877],90843
['Bullet Films'],[10346],57173
"['Village Roadshow Pictures', 'Pacific Film and Television Commission', 'Pratt FIlms']","[79, 4024, 6825]",102909
['American Ninth Art Studios'],[67912],332748
"['Ingenious Media', 'Prettybird', 'Saeculum Productions', 'Hassell Free Production', 'The Electric Shadow Company', 'Highland Film Group (HFG)', 'Saban Films']","[290, 40797, 51525, 51526, 67260, 76991, 76992]",301608
[],[],131334
[],[],173327
['Sun Pictures'],[7135],68016
['Angelus Productions'],[8232],81030
"['Wunderbar Films', 'Grass Root Film Company', 'Lyca Productions']","[12466, 14143, 35124]",372226
[],[],166393
"['Channel Four Films', 'Film 4', 'Picturehouse Entertainment']","[181, 2335, 11486]",297393
[],[],290916
"['Intrepid Pictures', 'Blumhouse Productions']","[1224, 3172]",376570
['Overbrook Entertainment'],[12485],121983
"['Devonshire Productions', 'BUCK Productions', 'Clique Pictures']","[2391, 11220, 47495]",285869
['Bakshi Productions'],[4921],32202
[],[],308063
['Origin Films'],[83765],277690
['Bryan Foy Productions'],[5229],61908
['Rolin Films'],[18789],42362
['Darius Films'],[5486],343112
"['ARTE France Cinéma', 'Procirep', 'Rhône-Alpes Cinéma', 'Filmförderungsanstalt (FFA)', 'Canal+', 'Centre National de la Cinématographie (CNC)', 'Detailfilm', 'CG Cinéma', 'Cofinova 12', 'Cinémage 10', 'Soficinéma 11 Développement']","[94, 311, 1666, 4247, 5358, 18367, 48663, 51696, 78935, 78936, 85253]",374465
"['Johnson Production Group', 'Shadowland']","[5225, 78747]",318553
[],[],237811
['One Race Productions'],[1225],15803
[],[],130269
[],[],144651
"['Hearst Entertainment Productions', 'TVA International', 'VH1 Original Movies']","[7483, 35459, 38007]",113217
"['Warner Home Video', 'Blade Runner Partnership', 'Lauzirika Motion Picture Company']","[2786, 11325, 11326]",57656
[],[],18597
['Bwark Productions'],[3625],19499
[],[],15372
[],[],15429
[],[],24784
[],[],49381
[],[],79483
[],[],238177
[],[],204344
[],[],200558
['Avton Films'],[4576],26768
['Centron Pictures'],[61051],354924
[],[],254439
['Star-Film'],[7159],96186
['Shaw Brothers'],[5798],52854
['ProJa Filmgyár'],[88709],227077
[],[],348390
[],[],235046
"['BBC Worldwide', 'Reliance BIG Entertainment', 'BBC Earth', 'Evergreen Films', 'Legend3D']","[3164, 6733, 8090, 8091, 37455]",301056
"['Imus Productions', 'Ignite Media']","[8341, 57662]",67174
['Metro-Goldwyn-Mayer (MGM)'],[8411],99374
[],[],166660
['RKO Radio Pictures'],[6],255388
[],[],56078
[],[],51505
[],[],244852
[],[],270909
[],[],117023
[],[],322746
[],[],101320
['Shaw Brothers'],[5798],67021
['RKO Radio Pictures'],[6],217324
['Warner Bros.'],[6194],377170
['Warner Bros.'],[6194],130098
[],[],53421
[],[],364810
['RKO Radio Pictures'],[6],85613
[],[],110282
['Felix Media'],[41577],341366
"['Glass Eye Pix', 'Alexander Groupe']","[1360, 45754]",352372
['Cinema City Film Productions'],[25708],39857
"['Anonymous Content', 'Star Thrower Entertainment', 'Ball & Chain Productions']","[10039, 27497, 74472]",339994
"['Copacabana Filmes', 'Inbracine Filmes', 'Daga Filmes']","[8479, 93202, 93203]",194853
[],[],178032
[],[],146904
['Equipe Moacyr Fenelon'],[93194],146075
"['Embrafilme', 'Regina Filmes']","[13930, 76566]",86234
[],[],135335
['Kangoo Films'],[3628],19509
[],[],297421
['Daronimax Media'],[18219],170194
['Metro-Goldwyn-Mayer (MGM)'],[8411],153161
['Metro-Goldwyn-Mayer (MGM)'],[8411],153165
['Metro-Goldwyn-Mayer (MGM)'],[8411],85540
['Metro-Goldwyn-Mayer (MGM)'],[8411],153169
['Jay Silverman Productions'],[75358],336121
"['Filmové Studio Barrandov', 'Krátký film Praha', 'Argentarts']","[1931, 6720, 57005]",80094
['Nordisk Film'],[17516],335578
['Foe Killer Films'],[17697],342165
[],[],117483
['Marvista Entertainment'],[6679],392418
"['Antiteater-X-Film', 'Janus Film und Fernsehen']","[2277, 4497]",197175
[],[],355230
[],[],332739
[],[],317954
['Toei Company'],[9255],107641
"['Janus Film und Fernsehen', 'Westdeutscher Rundfunk (WDR)']","[4497, 7025]",122270
[],[],3102
[],[],62729
[],[],193899
[],[],128671
['Biograph Company'],[21555],191068
[],[],190883
[],[],191427
[],[],116857
['Biograph Company'],[21555],125673
['Metro-Goldwyn-Mayer (MGM)'],[8411],261684
['Metro-Goldwyn-Mayer (MGM)'],[8411],126418
['RKO Radio Pictures'],[6],230284
['RKO Radio Pictures'],[6],184824
['Metro-Goldwyn-Mayer (MGM)'],[8411],182899
['Metro-Goldwyn-Mayer (MGM)'],[8411],183827
['Warner Bros.'],[6194],335498
['Frank Capra Productions'],[9330],255733
[],[],101715
['Stuart Miller Productions'],[47685],112558
[],[],356090
"['Marvista Entertainment', 'LeGrand Productions']","[6679, 59709]",290188
['Helsinki Filmi Oy'],[6159],87992
['Paramount Pictures'],[4],54440
"['BoulderLight Pictures', 'Stag Pictures']","[18609, 73376]",340187
[],[],328594
['Grizly Films'],[35610],298032
"['Bonneville Producers Group', 'accent productions']","[66961, 87880]",96767
[],[],169496
['Sterling Cinema'],[87143],347097
"['Mosfilm', 'Satra', 'Sovexportfilm']","[5120, 13464, 13465]",47851
[],[],333356
[],[],324320
"['Mosfilm', 'Kinostudiya imeni M. Gorkogo']","[5120, 84006]",71336
"['ufotable', 'TYPE-MOON']","[5887, 53787]",23154
"['ufotable', 'TYPE-MOON']","[5887, 53787]",212156
[],[],100288
[],[],168976
['Fox Filmes do Brasil'],[4887],29009
"['TeleImage', 'Globo Filmes', 'Mixer']","[8439, 13969, 49710]",23854
"['Vestron Pictures', 'PMS Filmworks']","[12360, 44717]",62132
[],[],75537
[],[],333123
"['Hemdale Film', 'FGH', 'Filmco Limited']","[3952, 6205, 15932]",39899
['Columbia Pictures Corporation'],[441],3941
[],[],297063
['Red Chillies Entertainment'],[2343],377985
[],[],1659
['Senator Film Produktion'],[191],1652
[],[],1655
[],[],38243
[],[],279090
"['ARP Sélection', 'Poisson Rouge Pictures']","[189, 16259]",348025
[],[],56948
"['Animus Films', 'Edward R. Pressman Film', 'Kreo Films FZ', 'Xeitgeist Entertainment Group', 'American Entertainment Investors']","[4135, 6455, 50079, 80468, 80469]",353326
['B-Reel Feature Films'],[39407],361841
[],[],24450
[],[],318054
"['Enlightenment Productions', 'Falling Snow', 'SK Enlightenment']","[15073, 67263, 67264]",366901
['DreamWorks Animation'],[521],161143
['DreamWorks Animation'],[521],85693
['DreamWorks Animation'],[521],118251
"['Chhibber Mann Productions', 'Foley Walkers Studio', 'Spitfire Studios']","[65191, 68937, 77022]",385750
[],[],385738
"['Honora Productions', 'Spring Pictures']","[39077, 54602]",305342
[],[],333092
[],[],58032
"['Arte', 'Südwestrundfunk (SWR)', 'Lutz Dammbeck Filmproduktion']","[201, 16110, 80454]",77786
[],[],102039
['Other Cinema'],[20268],19459
"['Zweites Deutsches Fernsehen (ZDF)', 'Rialto Film', 'Rüssel Video & Audio']","[4606, 29165, 74683]",9657
"['Zweites Deutsches Fernsehen (ZDF)', 'Rialto Film', 'Rüssel Video & Audio']","[4606, 29165, 74683]",9252
"['Rialto Film', 'Rüssel Video & Audio']","[29165, 74683]",9379
[],[],36137
"['Rainmaker Films', 'Leverage Management']","[2382, 8536]",345874
"['Zillion Films', 'Interfilm']","[36748, 60759]",165463
['New World Pictures'],[1950],56429
[],[],239091
['New World Pictures'],[1950],45232
['New Classics'],[78412],7237
['New World Pictures'],[1950],62880
"['Parallel Films', 'Bord Scannan na hEireann / Irish Film Board', 'Gidden Media', 'Juliette Films']","[5122, 7310, 34886, 45015]",332283
[],[],103073
[],[],58792
"['Fandango', 'Rai Cinema']","[2441, 2683]",375572
['Cinema Service'],[868],51393
[],[],102444
[],[],114394
[],[],168616
['Sunrise'],[3153],37048
"['Gonzo', 'Big West', 'Satelight', '8bit']","[1077, 2869, 30293, 30294]",60964
"['TriStar Pictures', 'Sony Pictures Releasing', 'Smokehouse Pictures', 'LStar Capital', 'Allegiance Theater']","[559, 3045, 22695, 34034, 54454]",303858
['Utopia'],[18066],106729
"['ufotable', 'TYPE-MOON']","[5887, 53787]",47747
['Tokyo Broadcasting System (TBS)'],[1393],363354
"['Toho Company', 'Fuji Television Network', 'Cine Bazar']","[882, 3341, 5896]",229113
"['Django Film', 'WoWow']","[3659, 5073]",138827
['Dister Group'],[4809],28452
[],[],34036
['Hal Roach Studios'],[2159],82394
['Patagonik Film Group'],[7100],16916
"['EuropaCorp', 'Fundamental Films']","[6896, 55244]",322240
['Bennett-Robbins Productions'],[8516],84907
"['Morena Films', 'De Palacio Films']","[10031, 91641]",98959
['Walt Disney Studios Home Entertainment'],[3202],51298
[],[],83266
[],[],38995
[],[],343042
['Universal TV'],[537],206630
['Universal Television'],[26727],202637
"['Hanna-Barbera Productions', 'KISS Productions']","[1353, 36207]",39704
[],[],89458
[],[],145689
[],[],50025
"['Cold Iron Pictures', 'The Film Arcade']","[3916, 61901]",356298
"['New Line Cinema', 'Cube Vision', 'MGM']","[12, 2780, 5899]",326423
['Coalitions Films'],[64784],362478
"['Lionsgate', 'Nicholas Sparks Productions']","[1632, 49825]",330483
"['StudioCanal', 'Film4', 'Anton Capital Entertainment (ACE)', 'The Ink Factory', 'Potboiler Productions', 'Amazon Prime Instant Video']","[694, 9349, 20664, 28275, 36615, 58773]",205588
[],[],357125
['Rangoon Productions'],[92554],44698
"['New World Pictures', 'Universal Majestic Inc.']","[1950, 80717]",99846
"['Lovina Productions', 'Triforum']","[15143, 15144]",31124
['Carlin Company Productions'],[56615],28757
"['Nova', 'Oxymoron Films', 'Graal', 'Faliro House Productions', 'Marni Films']","[5827, 6605, 8943, 19246, 63059]",378483
['Cineart Production'],[51411],158947
[],[],391899
"['Walt Disney Pictures', 'Pixar Animation Studios', 'Hurwitz Creative']","[2, 3, 88016]",127380
[],[],35759
[],[],53999
[],[],140652
[],[],320639
[],[],220515
"['Nukleus Film', 'Sutor Kolonko', 'Studio Virc']","[29736, 63583, 83640]",142611
[],[],113347
['Universal Pictures'],[33],323676
[],[],99513
['Lotus Production'],[19916],381341
[],[],384254
['Gorky Film Studios'],[21978],79594
"['StudioCanal', 'TF1 Films Production', 'Canal+', 'Vendome Pictures', 'Anonymous Content', 'Anton Capital Entertainment (ACE)', 'Amazon Prime Instant Video']","[694, 3823, 5358, 7460, 10039, 20664, 58773]",333669
['Thirukumaran Entertainment'],[14294],387252
[],[],137400
"['Vijayta Films Pvt. Ltd.', 'Sunny Super Sound']","[3726, 72809]",381298
['Beijing Mahua Funage Company'],[64858],362682
"[""John Schneider's Fairlight Films""]",[59005],325186
"['Larger Than Life Productions', 'Vendian Entertainment', 'Route One Films']","[1163, 50481, 50482]",316152
"['Columbia Pictures', 'Rovio Entertainment', 'Sony Pictures Imageworks (SPI)', 'Rovio Mobile', 'Rovio Animation']","[5, 18642, 30692, 50848, 91920]",153518
"['Bunker Features', 'Chaotic Good', 'Papaya Films']","[79960, 79961, 79962]",358644
['Kadokawa'],[13845],297186
"['Bord Scannan na hEireann / Irish Film Board', 'Fantastic Films', 'House of Netherhorror']","[7310, 18078, 59485]",344593
['Argus Film'],[78686],306598
[],[],316883
['Metro-Goldwyn-Mayer (MGM)'],[8411],15088
[],[],357313
[],[],384237
[],[],21343
"['Horseshoe Films', 'A Ticklish Tale', 'Fumes Production']","[72060, 72061, 72062]",373072
['Gorky Film Studio'],[3681],20898
['Lenfilm'],[10845],71103
[],[],76102
['Toho'],[5897],327536
"['Ghost Orchid Films', 'Wrecking Ball Pictures']","[65594, 86057]",364088
['Bitter Films'],[63349],86517
['MGM Television'],[2230],40080
['Mind In Motion Productions'],[16409],76164
['Filmirage'],[6082],4457
"[""Goat Man's Hill""]",[10219],122466
['Process Media'],[29060],390777
[],[],376292
[],[],12696
[],[],391578
['Helsinki Filmi Oy'],[6159],392985
['Universal Pictures International'],[7086],168055
['SamFilm Produktion'],[9336],60809
"['Patriot Pictures', 'Vallelonga Productions', 'Vengeance is Mine Productions', 'Hannibal Classics']","[2373, 3084, 73316, 76777]",332411
[],[],57130
[],[],22892
['Mack Sennett Comedies'],[22520],52279
[],[],17174
['Drexel Productions'],[45986],127776
"['Interloper Films', 'Mayfair Film Partnership']","[5443, 66042]",320586
"['Herrick Entertainment', 'Mann Made Films', 'Emmett Furla Oasis Films (EFO Films)', 'Highland Film Group (HFG)', 'Lionsgate Premiere']","[6666, 23735, 73685, 76991, 85885]",384737
"['United Artists', 'Hope Enterprises']","[60, 14069]",94170
"['Nero Films', 'Tobis Filmkunst']","[4903, 7448]",156326
['Alta Vista Productions'],[4820],53050
[],[],60961
[],[],131673
['Ealing Studios'],[2650],234868
"['Silver Screen Partners III', 'Touchstone Pictures']","[554, 9195]",41368
"['Allfin A.G.', 'American International Pictures (AIP)']","[1828, 9266]",76081
[],[],143335
['4dvd'],[4401],25603
[],[],79137
['Avalon Television Ltd'],[4316],23270
"['Warner Bros. Television', 'Bad Robot']","[1957, 11461]",347938
"['France 2 Cinéma', 'TF1 International', 'Miroir Magique', 'Vito Films']","[83, 7799, 8953, 19159]",26691
['American International Pictures (AIP)'],[9266],69150
[],[],83295
[],[],391997
[],[],153423
[],[],114384
['Rex-Film GmbH'],[49273],176321
"['Ayngaran International', 'Ananda Picture Circuit']","[7143, 44166]",23767
['Sri Sathya Sai Movies'],[16943],188540
['Shri Sai Raam Creations'],[42694],300983
"['Sun Pictures', 'Ayngaran International', 'Cloud Nine Movies']","[7135, 7143, 7990]",76788
['Shri Sai Raam Creations'],[42694],362150
['AGS Entertainment'],[5907],280165
"['Studio Green', 'Thirukumaran Entertainment']","[12630, 14294]",330418
"['Fox Star Studios', 'White Bucket Productions', 'Sunland Cinemas']","[12154, 50921, 50922]",330399
"['Wunderbar Films', 'Lyca Productions']","[12466, 35124]",320910
"['Haddock Films S.R.L.', 'Televisión Española (TVE)', 'Telefé International', 'Tornasol Films S.A.', 'Árbol Contenidos']","[5623, 6639, 10824, 45190, 84812]",394374
['Tres Mentes'],[8321],82999
"['Raaj Kamal Films International', 'Sree Gokulam Movies']","[11946, 77110]",363178
['Vijaya Productions'],[24240],247504
[],[],63964
[],[],129682
[],[],79354
['G. V. Films'],[16413],223365
[],[],69428
['Nic Arts'],[11831],69417
['Vijayam Cine Combines'],[80492],69401
['Nic Arts'],[11831],69399
[],[],69427
[],[],69404
[],[],69422
['Sivashakthi Movie Makers'],[24239],69423
[],[],114426
[],[],114405
['Titanus Produzione'],[4087],113332
['Artcraft Pictures Corporation'],[13400],174925
[],[],117024
[],[],51059
[],[],101766
['CJ Entertainment'],[7036],35010
[],[],38983
[],[],266540
"['Head Gear Films', 'Lipsync Productions', 'May 13 Films', 'CrossDay Productions Ltd.', 'Morocco Film Assistance']","[5056, 9987, 21460, 32201, 75564]",266102
[],[],13521
['Filmaor'],[76346],13520
['IFC Productions'],[26468],123182
[],[],41628
['National Film Board of Canada'],[10473],244449
"['Open Road Films (II)', 'Gulfstream Pictures', 'PalmStar Media', 'Capacity Pictures', 'May Day Movies', 'Rice Films', 'Triad Film Works', 'Beatnik Films']","[16313, 20788, 49152, 50491, 50492, 60016, 92143, 92144]",353069
"['Screen Media Films', 'Siempre Viva Productions']","[6353, 57021]",109453
['DeCubellis Films'],[41551],311667
['Clasart Film'],[2247],7456
"['Darlow Smithson Productions', 'BBC']","[2015, 5996]",50451
"['China Film Group Corporation', 'Chuan Films']","[2270, 61239]",364324
[],[],72753
['Disney Channel'],[3213],124108
[],[],17137
