director_name,director_id,id,budget,popularity,revenue,runtime,title,vote_average,vote_count,release_year,release_month,release_day,collection_id,collection_name,War,Thriller,Music,Fantasy,TV Movie,Crime,Action,Documentary,Western,History,Family,Mystery,Romance,Animation,Drama,Comedy,Foreign,Adventure,Science Fiction,Horror,director_recent_movie_ids,average_director_movie_revenue
Todd Phillips,57130.0,45243,80000000,21.893532,586764305,102.0,The Hangover Part II,6.2,3836.0,2011,5,25,86119,The Hangover Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[11635, 9384, 9842, 18785, 41733]",191260700
Jennifer Yuh Nelson,142312.0,49444,150000000,11.481921,665692281,91.0,Kung Fu Panda 2,6.7,1925.0,2011,5,25,77816,Kung Fu Panda Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,[],0
Matthew Vaughn,957.0,49538,160000000,0.738633,353624124,132.0,X-Men: First Class,7.1,5252.0,2011,5,24,748,X-Men Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"[4836, 2270, 23483]",81851419
Tyler Perry,80602.0,35688,20000000,2.576815,60673972,121.0,Why Did I Get Married Too?,6.1,29.0,2010,4,2,143588,Why Did I Get Married Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"[16781, 16555, 17202, 15450, 15670, 16710, 26367, 246381]",55294643
Michael Bay,865.0,38356,195000000,4.503505,1123794079,154.0,Transformers: Dark of the Moon,6.1,3351.0,2011,6,28,8650,Transformers Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"[8961, 1635, 1858, 8373]",495575548
Seth Gordon,71600.0,51540,35000000,9.856955,209838559,98.0,Horrible Bosses,6.4,2341.0,2011,7,8,280588,Horrible Bosses Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[13958, 12193]",164112721
John Lasseter,7879.0,49013,200000000,13.693002,559852396,106.0,Cars 2,5.8,2088.0,2011,6,11,87118,Cars Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,"[920, 13934]",461983149
David Yates,11343.0,12445,125000000,24.990737,1341511219,130.0,Harry Potter and the Deathly Hallows: Part 2,7.9,6141.0,2011,7,7,1241,Harry Potter Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"[28201, 675, 54406, 767, 12444]",942159268
Joe Johnston,4945.0,1771,140000000,19.323582,370569774,124.0,Captain America: The First Avenger,6.6,7174.0,2011,7,22,131295,Captain America Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"[2023, 7978]",108103450
Raja Gosnell,1215.0,41513,110000000,10.219758,563749323,103.0,The Smurfs,5.5,1201.0,2011,7,29,134897,The Smurfs (Theatrical) Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,"[9637, 11024, 13499, 14405]",169606974
Andy de Emmony,109544.0,63943,3837625,0.749665,3867000,103.0,West Is West,6.3,15.0,2010,10,19,159616,East is East Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[31890],29426051
Rupert Wyatt,77357.0,61791,93000000,41.613762,481800873,105.0,Rise of the Planet of the Apes,7.0,4452.0,2011,8,3,173710,Planet of the Apes (Reboot) Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,[14851],4900593
Steven Quale,93214.0,55779,47000000,12.912491,157900000,92.0,Final Destination 5,5.9,892.0,2011,8,12,8864,Final Destination Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,[],0
Todd Strauss-Schulson,222470.0,55465,19000000,10.724679,36192775,108.0,A Very Harold & Kumar Christmas,6.0,335.0,2011,11,4,30663,Harold & Kumar Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],0
Robert Rodriguez,2294.0,56288,27000000,9.580214,85600000,89.0,Spy Kids: All the Time in the World,4.4,228.0,2011,8,18,86486,Spy Kids Collection,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,"[9488, 12279, 1428, 187, 14199, 1992, 25132, 23631]",102873080
Joss Whedon,12891.0,24428,220000000,89.887648,1518815515,143.0,The Avengers,7.4,12000.0,2012,4,25,86311,The Avengers Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,[16320],38869464
Matthijs van Heijningen Jr.,1692687.0,60935,35000000,10.169411,31505287,103.0,The Thing,6.0,876.0,2011,10,12,479888,The Thing Collection,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,[],0
Henry Joost,142272.0,72571,5000000,10.996308,207039844,83.0,Paranormal Activity 3,5.9,685.0,2011,10,19,41437,Paranormal Activity Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[42296],3045943
Oliver Parker,56710.0,58233,45000000,10.668658,160078586,101.0,Johnny English Reborn,6.0,1026.0,2011,9,15,86117,Johnny English Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"[9026, 49767, 18820, 23488]",4706919
James Bobin,26205.0,64328,45000000,10.214369,165184237,103.0,The Muppets,6.5,509.0,2011,11,22,256377,The Muppet Collection,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,[],0
Bill Condon,15557.0,50619,110000000,25.9725,712171856,117.0,The Twilight Saga: Breaking Dawn - Part 1,5.8,2622.0,2011,3,15,33514,The Twilight Collection,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"[11184, 1125]",85993848
Rohit Shetty,86783.0,70590,4800000,2.07741,30000000,143.0,Singham,7.0,33.0,2011,7,22,286951,Singham Collection,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"[19670, 101783, 14546, 24603, 44978]",10084718
George Miller,20629.0,65759,130000000,9.141045,150406466,100.0,Happy Feet Two,5.8,381.0,2011,11,17,92012,Happy Feet Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,[9836],384335608
Simon West,12786.0,76163,100000000,14.881566,314975955,103.0,The Expendables 2,6.1,2940.0,2012,8,8,126125,The Expendables Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"[10053, 27582]",59066465
Gary Ross,23964.0,70160,75000000,20.031667,694394724,142.0,The Hunger Games,6.9,9634.0,2012,3,12,131635,The Hunger Games Collection,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,[4464],148336445
Christopher Nolan,525.0,49026,250000000,20.58258,1081041287,165.0,The Dark Knight Rises,7.6,9263.0,2012,7,16,263,The Dark Knight Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"[272, 1124, 155, 27205]",578496548
Tony Gilroy,19242.0,49040,130000000,14.89499,276600000,120.0,The Bourne Legacy,6.0,2683.0,2012,8,8,31562,The Bourne Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[4566, 16558]",85584008
Guy Ritchie,956.0,58574,125000000,18.695329,334615000,129.0,Sherlock Holmes: A Game of Shadows,7.0,3971.0,2011,11,22,102322,Sherlock Holmes Collection,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,"[12779, 10851, 13809, 10528]",139383241
Brad Bird,7087.0,56292,145000000,14.25843,694713380,133.0,Mission: Impossible - Ghost Protocol,6.8,4026.0,2011,12,7,87359,Mission: Impossible Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"[9806, 13932]",631442092
Mike Mitchell,64151.0,55301,75000000,8.066393,342695435,87.0,Alvin and the Chipmunks: Chipwrecked,5.4,499.0,2011,12,14,167613,Alvin and the Chipmunks Collection,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"[15566, 11459, 10192]",284588102
Charles Martin Smith,1270.0,62837,37000000,6.695229,95404397,113.0,Dolphin Tale,6.6,166.0,2011,9,23,288491,Dolphin Tale Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"[14694, 12407, 37661]",7035194
Måns Mårlind,80923.0,52520,70000000,12.345348,160112671,88.0,Underworld: Awakening,6.1,1885.0,2012,1,19,2326,Underworld Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,[41505],851517
Timur Bekmambetov,23430.0,57809,5800000,2.025505,25030264,89.0,Six Degrees of Celebration,6.1,16.0,2010,12,12,107465,Six Degrees of Celebration Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[3040, 2269, 8909, 27046]",122838228
James Watkins,63306.0,65086,32000000,8.896679,129000000,95.0,The Woman in Black,6.1,1237.0,2012,2,1,315560,The Woman in Black Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,[13510],3984669
Brad Peyton,132876.0,72545,79000000,9.46307,355692760,94.0,Journey 2: The Mysterious Island,5.8,1050.0,2012,1,19,72547,Journey Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,[39691],112483764
Brian Taylor,20192.0,71676,57000000,9.421301,132563930,95.0,Ghost Rider: Spirit of Vengeance,4.7,1163.0,2011,12,10,90306,Ghost Rider Collection,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[1948, 15092, 18501]",39440053
Phil Lord,107446.0,64688,42000000,11.250764,201585328,109.0,21 Jump Street,6.7,4151.0,2012,3,12,212562,Jump Street Collection,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,[22794],242988466
Jonathan Liebesman,66739.0,57165,150000000,7.739904,301970083,99.0,Wrath of the Titans,5.5,1459.0,2012,3,27,86780,Clash of the Titans Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[10727, 10781, 20777, 44943, 91908]",159591630
Jon Hurwitz,68843.0,71552,50000000,8.10609,234989584,113.0,American Reunion,6.1,1641.0,2012,4,4,2806,American Pie Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[13335],43493123
Gareth Evans,142013.0,94329,1100000,10.528833,9148519,101.0,The Raid,7.3,1076.0,2011,9,8,257960,The Raid Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[34626],154660
Sajid Khan,14086.0,85052,6071922,1.047079,25097277,145.0,Housefull 2,5.0,28.0,2012,4,5,142015,Housefull Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,"[31983, 58051]",16000000
John Madden,18844.0,74534,10000000,9.23046,136800000,124.0,The Best Exotic Marigold Hotel,6.9,468.0,2011,11,28,306937,Best Exotic Marigold Hotel Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"[9777, 16164, 48289]",18710897
Tim Story,20400.0,67660,12000000,5.264551,96070507,122.0,Think Like a Man,6.9,287.0,2012,4,16,239430,Think Like a Man Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"[11045, 9738, 1979, 74510]",235568023
Jérôme Salle,69987.0,14400,25400000,7.663624,17100000,108.0,The Heir Apparent: Largo Winch,6.1,176.0,2008,12,17,70764,Largo Winch Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,[11604],12050570
Barry Sonnenfeld,5174.0,41154,225000000,10.684385,624000000,106.0,Men in Black 3,6.3,4228.0,2012,5,23,86055,Men In Black Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"[608, 9530]",266331730
Rupert Sanders,228134.0,58595,170000000,18.751554,396600000,127.0,Snow White and the Huntsman,5.8,3183.0,2012,5,30,393379,The Huntsman Collection,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,[],0
Ridley Scott,578.0,70981,130000000,16.624854,403354469,124.0,Prometheus,6.3,5152.0,2012,5,30,135416,Prometheus Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,"[7270, 1495, 9726, 4982, 12113, 20662]",171194547
Conrad Vernon,12080.0,80321,145000000,13.829042,746900000,93.0,Madagascar 3: Europe's Most Wanted,6.4,1857.0,2012,6,6,14740,Madagascar Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,[15512],381509870
Seth MacFarlane,52139.0,72105,50000000,19.638605,549368315,106.0,Ted,6.3,4811.0,2012,6,29,266672,Ted Collection,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],0
Steven Soderbergh,1884.0,77930,7000000,8.732425,167200000,110.0,Magic Mike,6.1,1062.0,2012,6,28,328247,Magic Mike Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"[15186, 2103, 163, 14788, 182, 298, 14788, 8881, 8880, 17680, 11323, 50779, 39538, 70435, 39850]",93575487
Marc Webb,87742.0,1930,215000000,31.102267,757930663,136.0,The Amazing Spider-Man,6.5,6734.0,2012,6,27,125574,The Amazing Spider-Man Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,[19913],60781545
Steve Martino,71729.0,57800,95000000,13.26958,877244782,88.0,Ice Age: Continental Drift,6.2,2731.0,2012,6,26,8354,Ice Age Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,[98857],7770366
Sam Mendes,39.0,37724,200000000,20.309585,1142471295,143.0,Skyfall,6.9,7718.0,2012,10,25,645,James Bond Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"[25, 4148, 19255]",62945596
David Bowers,33183.0,82650,22000000,10.225555,76196538,94.0,Diary of a Wimpy Kid: Dog Days,6.0,229.0,2012,8,2,86110,Diary of a Wimpy Kid Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"[11619, 16577, 60307]",90066024
John Gulager,62797.0,71668,5000000,5.615205,8493728,83.0,Piranha 3DD,4.1,319.0,2012,5,11,104830,Piranha 3D Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"[10070, 13797, 15135]",658573
Jason Moore,168667.0,114150,17000000,11.03595,115647426,112.0,Pitch Perfect,7.3,2310.0,2012,9,28,306031,Pitch Perfect Collection,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,[],0
Luc Besson,59.0,26505,87000000,9.603484,52377611,93.0,Arthur and the Revenge of Maltazard,5.3,392.0,2009,11,26,85817,Arthur and the Invisibles Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,"[11227, 9992]",58969702
Paul W.S. Anderson,4014.0,71679,65000000,0.948759,240200000,95.0,Resident Evil: Retribution,5.6,1618.0,2012,9,12,17255,Resident Evil Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"[395, 10483, 35791, 52451]",171485998
Olivier Megaton,75035.0,82675,45000000,16.376482,376100000,91.0,Taken 2,6.1,2783.0,2012,9,27,135483,Taken Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[13387, 62835]",90243994
Scott Derrickson,55499.0,82507,3000000,12.490637,82515113,110.0,Sinister,6.8,1611.0,2012,3,29,357173,Sinister Collection,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"[8643, 10200]",189130332
Genndy Tartakovsky,185438.0,76492,85000000,16.231945,358375603,91.0,Hotel Transylvania,6.8,2622.0,2012,9,20,185103,Hotel Transylvania Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,[278901],4078269
John Putch,21475.0,134371,10000000,2.833747,3300000,112.0,Atlas Shrugged Part II,5.4,41.0,2012,10,12,166381,Atlas Shrugged Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,"[26123, 28512, 78080]",5021219
Mike Disa,108952.0,57089,30000000,9.382577,13500000,86.0,Hoodwinked Too! Hood VS. Evil,4.8,135.0,2011,4,29,87255,Hoodwinked! Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"[55215, 120115]",5876026
Paco Plaza,54526.0,80280,6400000,5.335003,11019975,80.0,[REC]³ Genesis,4.9,360.0,2012,3,30,74508,[REC] Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[12653, 75725]",432671
Laurent Tirard,64575.0,99770,61000000,9.722726,61319383,110.0,Astérix and Obélix: God Save Britannia,4.9,326.0,2012,10,17,2396,Asterix and Obelix Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,"[21494, 31203, 10271]",62794894
Henry Joost,142272.0,82990,5000000,6.188286,142802657,95.0,Paranormal Activity 4,5.2,574.0,2012,10,17,41437,Paranormal Activity Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[42296, 72571]",105042894
Rob Cohen,18878.0,94348,45000000,8.279285,30353232,101.0,Alex Cross,5.1,303.0,2012,10,18,142680,Alex Cross Collection,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"[10048, 1735]",240191386
Michael J. Bassett,69593.0,61012,20000000,5.745206,55362705,94.0,Silent Hill: Revelation 3D,5.1,435.0,2012,10,10,64748,Silent Hill Collection,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"[11494, 32985]",10109142
Andrew Morahan,53599.0,19139,10000000,3.128836,7600,91.0,Goal! III : Taking On The World,3.8,36.0,2009,1,1,110177,Goal! Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[],0
Bill Condon,15557.0,50620,120000000,26.080995,829747654,115.0,The Twilight Saga: Breaking Dawn - Part 2,6.1,2641.0,2012,11,13,33514,The Twilight Collection,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,"[11184, 1125, 50619]",294719851
Scott Speer,932088.0,85446,33000000,7.859968,140470746,99.0,Step Up Revolution,6.7,679.0,2012,7,26,86092,Step Up Collection,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,[],0
Peter Jackson,108.0,49051,250000000,23.253089,1021103568,169.0,The Hobbit: An Unexpected Journey,7.0,8427.0,2012,11,26,121938,The Hobbit Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"[121, 122, 254, 7980]",675290292
Christopher McQuarrie,9033.0,75780,60000000,12.789812,218300000,130.0,Jack Reacher,6.3,3046.0,2012,12,20,403374,Jack Reacher Collection,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[],0
Steven C. Miller,30058.0,139455,5000000,7.601525,130781,99.0,Silent Night,4.8,71.0,2012,11,30,256296,"Silent Night, Deadly Night Collection",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"[94818, 128311]",13768105
John Luessenhop,97026.0,76617,20000000,7.214828,47300000,92.0,Texas Chainsaw 3D,5.3,475.0,2013,1,3,111751,Texas Chainsaw Massacre Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[22907],80205382
Michael Tiddes,1110102.0,139038,2500000,6.531373,60141683,86.0,A Haunted House,5.4,523.0,2013,1,11,251937,A Haunted House Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,[],0
Tom Elkins,51795.0,150202,8000000,8.61296,5127434,101.0,The Haunting in Connecticut 2: Ghosts of Georgia,5.6,177.0,2013,2,1,169740,The Haunting in Connecticut Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,[],0
Jackie Chan,18897.0,98567,26000000,11.02591,171300000,120.0,Chinese Zodiac,6.0,266.0,2012,12,20,146136,Armour of God Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,[76349],3807134
John Moore,12028.0,47964,92000000,12.471865,304654182,98.0,A Good Day to Die Hard,5.2,3519.0,2013,2,6,1570,Die Hard Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[11866, 806, 13051]",75467056
John Hyams,62941.0,122857,11500000,12.887287,1402307,114.0,Universal Soldier: Day of Reckoning,5.1,139.0,2012,10,4,10713,Universal Soldier Collection,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,"[28510, 100683]",875386
Richard Linklater,564.0,132344,3000000,11.30324,11176469,108.0,Before Midnight,7.3,583.0,2013,4,5,123800,Before... Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"[1584, 80, 3509, 13341, 8324, 12404, 92591]",28964762
Ed Gass-Donnelly,557179.0,146203,5000000,5.874458,15200000,88.0,The Last Exorcism Part II,4.4,204.0,2013,2,28,177675,The Last Exorcism Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[69794],11107823
Jon M. Chu,54507.0,72559,130000000,10.560608,371900000,110.0,G.I. Joe: Retaliation,5.4,3045.0,2013,3,26,135468,G.I. Joe (Live-Action) Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"[8328, 41233, 54518]",136183488
Antoine Fuqua,20907.0,117263,70000000,10.978188,170270201,120.0,Olympus Has Fallen,6.2,3010.0,2013,3,20,386534,... Has Fallen Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[9477, 126148, 7485, 26390]",114994946
Farhan Akhtar,78916.0,17501,5000000,7.633636,15000000,178.0,Don : The Chase Begins Again,7.3,68.0,2006,10,20,44724,Don Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"[14752, 21175]",4349500
Rakesh Roshan,1032103.0,25516,3750000,3.273286,10000000,171.0,Koi... Mil Gaya,6.4,37.0,2003,8,8,246091,Krrish Collection,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,"[93519, 16987, 160265]",16540000
Malcolm D. Lee,72024.0,4258,20000000,14.27281,78378744,86.0,Scary Movie 5,4.6,813.0,2013,4,11,4246,Scary Movie Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[14544, 13490, 14655]",43650785
Shane Black,1108.0,68721,200000000,23.721243,1215577205,130.0,Iron Man 3,6.8,8951.0,2013,4,18,131292,Iron Man Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,[5236],15785148
J.J. Abrams,15344.0,54138,190000000,15.78129,467381584,132.0,Star Trek Into Darkness,7.4,4479.0,2013,5,5,115575,Star Trek: Alternate Reality Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"[956, 13475, 37686]",348085310
Todd Phillips,57130.0,109439,103000000,25.085639,362000072,100.0,The Hangover Part III,6.0,2991.0,2013,5,23,86119,The Hangover Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[9384, 9842, 18785, 41733, 45243]",291186457
Justin Lin,58189.0,82992,160000000,1.657637,788700000,130.0,Fast & Furious 6,6.7,5282.0,2013,5,6,9485,The Fast and the Furious Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[13275, 9615, 13804, 51497]",291440886
Louis Leterrier,18865.0,75656,75000000,17.852022,351700000,115.0,Now You See Me,7.3,5635.0,2013,5,29,382685,Now You See Me Collection,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[10027, 9335, 1724, 18823]",199220352
Zack Snyder,15217.0,49521,225000000,18.538834,668045518,143.0,Man of Steel,6.5,6462.0,2013,6,12,209131,Man of Steel Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"[924, 1271, 13183, 41216, 23629]",194697186
James DeMonaco,53120.0,158015,3000000,23.207663,89328627,86.0,The Purge,6.0,2498.0,2013,5,31,256322,The Purge Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,[25927],11436801
Dan Scanlon,225976.0,62211,200000000,16.267502,743600000,104.0,Monsters University,7.0,3622.0,2013,6,20,137696,"Monsters, Inc. Collection",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,[],0
Pierre Coffin,124747.0,93456,76000000,24.82355,970766005,98.0,Despicable Me 2,7.0,4729.0,2013,6,25,86066,Despicable Me Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,[20352],533679475
James Wan,2127.0,138843,13000000,14.90169,320415166,112.0,The Conjuring,7.4,3169.0,2013,7,18,313086,The Conjuring Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[176, 14001, 11835, 49018]",60743605
James Mangold,366.0,76170,120000000,3.918287,415440673,126.0,The Wolverine,6.3,4110.0,2013,7,23,453993,The Wolverine Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"[69, 5176, 37834]",172934658
Dean Parisot,15002.0,146216,84000000,11.04233,148100000,116.0,RED 2,6.4,1548.0,2013,7,18,163902,RED Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,[7552],202026112
Thor Freudenthal,109857.0,76285,90000000,10.338222,199850315,106.0,Percy Jackson: Sea of Monsters,5.9,1685.0,2013,8,7,179919,Percy Jackson Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"[15189, 33217]",96598368
Raja Gosnell,1215.0,77931,105000000,10.640864,347434178,105.0,The Smurfs 2,5.5,711.0,2013,7,30,134897,The Smurfs (Theatrical) Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"[11024, 13499, 14405, 41513]",241631628
Dennis Dugan,17494.0,109418,80000000,9.411725,247022278,100.0,Grown Ups 2,5.8,1180.0,2013,7,11,180546,Grown Ups Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[9957, 3563, 10661, 38365, 50546, 71880]",205499417
Jeff Wadlow,55075.0,59859,28000000,13.570264,60700000,103.0,Kick-Ass 2,6.3,2275.0,2013,7,17,179892,Kick-Ass Collection,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"[10092, 8456]",25837552
David Twohy,28239.0,87421,38000000,9.596377,98337295,119.0,Riddick,6.2,2066.0,2013,9,2,2794,The Chronicles of Riddick Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"[2789, 12403]",69312686
Klay Hall,111736.0,151960,50000000,11.604181,219788712,91.0,Planes,5.7,568.0,2013,8,9,270252,Planes Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,[25475],229094
James Wan,2127.0,91586,5000000,9.040324,161921515,106.0,Insidious: Chapter 2,6.5,1237.0,2013,9,12,228446,Insidious Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[176, 14001, 11835, 49018, 138843]",112676133
Christian Duguay,25735.0,24331,5000000,2.201123,14225876,104.0,Scanners II: The New Order,4.6,22.0,1991,6,28,88574,Scanners Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0
