belongs_to_collection,budget,genres,id,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
"{'id': 239430, 'name': 'Think Like a Man Collection'}",12000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",67660,en,Think Like a Man,"The balance of power in four couples’ relationships is upset when the women start using the advice in Steve Harvey’s book, Act Like A Lady, Think Like A Man, to get more of what they want from their men. When the men realize that the women have gotten a hold of their relationship “playbook,” they decide that the best defense is a good offense and come up with a plan to use this information to their advantage.",5.264551,"[{'name': 'Rainforest Films', 'id': 1309}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-04-16,96070507.0,122.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Let the mind games begin.,Think Like a Man,6.9,287.0
"{'id': 401261, 'name': 'Hate Story Collection'}",0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 10769, 'name': 'Foreign'}]",109907,hi,Hate Story,"After journalist, Kaavya Krishna exposes corporate corruption orchestrated by tycoon Siddharth Dhanrajgir, she is soon wooed by the businessman into a new job where she slowly falls in love with him culminating in a passionate night of love making. Yet, when Siddharth throws Kaavya to the curb as retribution for her expose, he also has her kidnapped and their baby forcefully aborted. This event sets Kaavya on a mission of vengeance, using her body as a sexual weapon to bring down Siddharth Dhanrajgir's empire, brick by brick.",0.679086,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",2012-04-20,0.0,141.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,"Love Killed Her Soul, Her Body Seeks Revenge...",Hate Story,6.4,11.0
"{'id': 140059, 'name': 'We Were Here'}",0.0,[],129745,ja,僕等がいた 後篇,"During the 2nd year of high school in the winter season, Yano (Toma Ikuta) transferred from Kushiro to Tokyo due to a family matter. Yano and Nanami (Yuriko Yoshitaka) promised to meet again. A couple of years later, Nanami is busy finding a job, while Yano's friend Takeuchi (Sousuke Takaoka) supports her. in the beginning, Yano and Nanami kept their relationship, even with the long distance between them, but Yano suddenly stops contacting Nanami ...",1.547683,[],[],2012-04-21,0.0,121.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,We Were Here: Part 2,8.3,3.0
"{'id': 86311, 'name': 'The Avengers Collection'}",220000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",24428,en,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",89.887648,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Marvel Studios', 'id': 420}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-04-25,1519557910.0,143.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some assembly required.,The Avengers,7.4,12000.0
"{'id': 243811, 'name': 'Paradise Trilogy'}",3600000.0,"[{'id': 18, 'name': 'Drama'}]",103686,de,Paradies: Liebe,"On the beaches of Kenya they're known as ""Sugar Mamas"" -- European women who seek out African boys selling love to earn a living. Teresa, a 50-year-old Austrian and mother of a daughter entering puberty, travels to this vacation paradise. She goes from one Beach Boy to the next, from one disappointment to the next and finally she must recognize: On the beaches of Kenya love is a business.",4.645724,"[{'name': 'Tatfilm', 'id': 20370}, {'name': 'Société Parisienne de Production', 'id': 25522}, {'name': 'Ulrich Seidl Film Produktion GmbH', 'id': 25523}]","[{'iso_3166_1': 'AT', 'name': 'Austria'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2012-04-27,24267.0,120.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Paradise: Love,6.7,53.0
"{'id': 385717, 'name': 'Thermae Romae Collection'}",0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",105210,ja,テルマエ・ロマエ,"The story follows a Roman architect named Lucius, who is having trouble coming up with ideas. One day, he discovers a hidden tunnel underneath a spa that leads him to a modern Japanese bath house. Inspired by the innovations found there, he creates his own spa, Roma Thermae, bringing in the modern ideas to his time.",2.129707,"[{'name': 'Filmmakers', 'id': 62452}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2012-04-28,0.0,108.0,"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'la', 'name': 'Latin'}]",Released,,Thermae Romae,5.7,29.0
"{'id': 297142, 'name': 'White Collar Hooligan Collection'}",1000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",115547,en,The Rise & Fall of a White Collar Hooligan,"Casual football hooligan Mike Jacobs is going nowhere in life when he meets old friend Eddie Hill at a football match that turns nasty off the pitch. Under Eddie’s tutelage he soon finds himself inducted into the world of credit card fraud, where organised gangs withdraw hundreds of thousands of pounds from cash machines every night. As Mike becomes seduced by the money and women that come with his new lifestyle, the dangers increase and he soon finds events spiralling beyond his control.",3.721769,"[{'name': 'Chata Pictures', 'id': 13212}, {'name': 'Templeheart Films', 'id': 14262}, {'name': 'Press On Features', 'id': 14355}, {'name': 'Silver Town Films', 'id': 22935}, {'name': 'Sir Dark Knight Productions', 'id': 22936}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2012-05-07,0.0,79.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,This beautiful game isn't life or death... it's more important than that.,The Rise & Fall of a White Collar Hooligan,5.8,20.0
"{'id': 386491, 'name': 'The Adventures of Mickey Matson Collection'}",0.0,"[{'id': 10751, 'name': 'Family'}]",191975,en,The Adventures of Mickey Matson and the Copperhead Conspiracy,"When a mythical device from ancient times is rebuilt by a group of Confederates who feel the civil war never ended, Mickey Matson and his newfound friend, Sully, must follow a series of clues left by his dead grandfather to keep the evil men away from the three mystical objects that power the device. If he fails, it could mean not only the loss of his family's home, but maybe the demise of our country as we know it.",0.59701,[],[],2012-05-09,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Adventures of Mickey Matson and the Copperhead Conspiracy,4.8,6.0
"{'id': 104830, 'name': 'Piranha 3D Collection'}",5000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]",71668,en,Piranha 3DD,"After the events at Lake Victoria, the prehistoric school of blood-thirsty piranhas make their way into swimming pools, plumbing, and a newly opened water park.",5.615205,"[{'name': 'Dimension Films', 'id': 7405}, {'name': 'Mark Canton Productions', 'id': 11761}, {'name': 'Intellectual Properties Worldwide', 'id': 18524}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-05-11,8493728.0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Twice the Teeth. Twice the Terror.,Piranha 3DD,4.1,319.0
"{'id': 301508, 'name': 'Sadako 3D Collection'}",0.0,"[{'id': 27, 'name': 'Horror'}]",140441,ja,貞子3D,"Akane is a high school teacher who hears a rumor from her students that there is actual footage on the Internet of someone's suicide. The footage is said to drive anyone who sees it to also commit suicide. Akane does not believe the rumor at first, but when one of her female students dies after viewing the footage, she and her boyfriend Takanori are fatefully drawn into the horror that has been created by the man who appears in the suicide footage, Kashiwada. Kashiwada's intention is to create chaos in the world by bringing back Sadako and the power of her curse. Now Akane has to fight against Sadako and Kashiwada to save the lives of herself and Takanori.",9.039479,"[{'name': 'Kadokawa Pictures', 'id': 2073}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2012-05-12,0.0,96.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Sadako 3D,5.9,18.0
"{'id': 95051, 'name': 'The Up Series'}",0.0,"[{'id': 99, 'name': 'Documentary'}]",116167,en,56 Up,"When a cross-section of seven-year-olds were interviewed for 7 Up in 1964 it was immediately evident that their social backgrounds influenced their attitudes towards life. While the upper class children were confident and self-assured, those from middle and working class backgrounds were resigned to a challenging life of hard work. This premise was put to the test every seven years when the same group were interviewed about the progression of their lives. 49 years in the making, the changes that occurred to the original 14 make for fascinating television and are in many ways the stories of all our lives. From success and disappointment, marriage and childbirth, to poverty and illness, nearly every facet of life has been captured on film. Now, at the age of 56, the group are once more brought together and, with the benefit of hindsight, assess whether their lives have been ruled by circumstance or self-determination.",0.513828,[],[],2012-05-14,0.0,144.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,56 Up,7.5,12.0
"{'id': 409138, 'name': 'Yossi Collection'}",500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",117629,he,הסיפור של יוסי,"The sequel to ""Yossi and Jagger"" finds character Yossi (Ohad Knoller) leading a sad existence after losing his partner Jagger on the battlefield.  A chance encounter with a middle-aged woman linked to his past shakes up his otherwise staid routine and sends him on a spontaneous pilgrimage to Tel Aviv. It is on the roads of southern Israel that he reignites the fire of his former self.",1.162001,"[{'name': 'Lama Films', 'id': 15}, {'name': 'United King Films', 'id': 16}]","[{'iso_3166_1': 'IL', 'name': 'Israel'}]",2012-05-16,116207.0,84.0,"[{'iso_639_1': 'he', 'name': 'עִבְרִית'}]",Released,,Yossi,6.8,22.0
"{'id': 479971, 'name': 'Sağ Salim Serisi'}",0.0,[],140485,tr,Sağ Salim,,0.289716,[],"[{'iso_3166_1': 'TR', 'name': 'Turkey'}]",2012-05-18,0.0,0.0,"[{'iso_639_1': 'tr', 'name': 'Türkçe'}]",Released,,Sağ Salim,6.7,3.0
"{'id': 478545, 'name': 'American Addict Collection'}",0.0,[],252385,en,American Addict,"Riveting look at the politics, big business and the medical industry that has made America the most prescription-addicted society in the world. America is less than 5% of the World's population but consumes 80% of the World's prescription narcotics. We have gone from being the land of the free to the land of the addicted.",0.295863,[],[],2012-05-18,0.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,American Addict,6.3,5.0
"{'id': 59235, 'name': 'Jesse Stone Collection'}",0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",110148,en,Jesse Stone: Benefit of the Doubt,"Jesse finds himself struggling to get his job back as the Paradise police chief, and he is forced to rely on his cop intuition to sort through a maze of misleading clues and hidden meanings as he attempts to solve a shocking and horrifying mob-related double homicide.",1.870355,"[{'name': 'Brandman Productions', 'id': 3025}, {'name': 'Sony Pictures Television', 'id': 11073}, {'name': 'TWS Productions II', 'id': 12014}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-05-19,0.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Jesse Stone: Benefit of the Doubt,6.5,16.0
"{'id': 86055, 'name': 'Men In Black Collection'}",225000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",41154,en,Men in Black 3,"Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.",10.684385,"[{'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Media Magik Entertainment', 'id': 5627}, {'name': 'Imagenation Abu Dhabi FZ', 'id': 6736}, {'name': 'Hemisphere Media Capital', 'id': 9169}, {'name': 'Parkes/MacDonald Productions', 'id': 11084}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-05-23,624026776.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They are back... in time.,Men in Black 3,6.3,4228.0
"{'id': 292068, 'name': 'The Pact Collection'}",0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",111440,en,The Pact,"After their mother passes away, sisters Nicole and Annie reluctantly return to their childhood home to pay their last respects. While staying overnight in the house, the sisters sense a mysterious presence in their midst: noises startling them in the night, objects moving about, a fallen picture of an unknown woman posed next to their mother. Annie begins experiencing a series of intense and disturbing dreams - visions that lead her to uncover something terrible about her mother's past that is finally revealing itself.",10.403371,"[{'name': 'Preferred Content', 'id': 13362}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-05-25,0.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some doors should never be opened.,The Pact,5.5,194.0
"{'id': 255478, 'name': ""Cowgirls n' Angels Collection""}",0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",105528,en,Cowgirls n' Angels,A group of rodeo trick-riders recruits a young girl to join them.,2.490032,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-05-25,120680.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Dreams come true.,Cowgirls n' Angels,5.3,15.0
"{'id': 393379, 'name': 'The Huntsman Collection'}",170000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",58595,en,Snow White and the Huntsman,"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.",18.751554,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Roth Films', 'id': 16314}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-05-30,396600000.0,127.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Fairytale is Over,Snow White and the Huntsman,5.8,3183.0
"{'id': 135416, 'name': 'Prometheus Collection'}",130000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}]",70981,en,Prometheus,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",16.624854,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Brandywine Productions', 'id': 19747}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-05-30,403170142.0,124.0,"[{'iso_639_1': 'gd', 'name': ''}, {'iso_639_1': 'en', 'name': 'English'}]",Released,The Search for Our Beginning Could Lead to Our End.,Prometheus,6.3,5152.0
"{'id': 14740, 'name': 'Madagascar Collection'}",145000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",80321,en,Madagascar 3: Europe's Most Wanted,"Alex, Marty, Gloria and Melman are still trying to get back to the Big Apple and their beloved Central Park zoo, but first they need to find the penguins. When they travel to Monte Carlo, they attract the attention of Animal Control after gate crashing a party and are joined by the penguins, King Julian and Co., and the monkeys. How do a lion, zebra, hippo, giraffe, four penguins, two monkeys, three lemurs travel through Europe without attracting attention and get back to New York? They join a traveling circus. Their attempts to get back to New York are consistently hampered by the Captain of Animal Control who wants to make Alex part of her collection. Once they make it back to New York Marty, Alex, Gloria and Melman realize that they want to be part of the traveling circus.",13.829042,"[{'name': 'DreamWorks Animation', 'id': 521}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-06-06,746921274.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}]",Released,"Six years ago, they disappeared without a trace. Next summer, they finally resurface.",Madagascar 3: Europe's Most Wanted,6.4,1857.0
"{'id': 59586, 'name': 'The Blue Lagoon collection'}",0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]",115290,en,Blue Lagoon: The Awakening,Two high school students become stranded on a tropical island and must rely on each other for survival. They learn more about themselves and each other while falling in love.,10.751964,"[{'name': 'Storyline Entertainment', 'id': 8797}, {'name': 'PeaceOut Productions', 'id': 8899}, {'name': 'Sony Pictures Television', 'id': 11073}, {'name': 'Silver Screen Pictures', 'id': 12799}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-06-16,0.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Awakening,Blue Lagoon: The Awakening,6.2,294.0
"{'id': 141649, 'name': 'Three Steps Above Heaven Collection'}",0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",109689,es,Tengo ganas de ti,"Sequel to ""Three Steps Above Heaven"". The sexy Gin (Clara Lago) is the new love of Hache (Mario Casas), but this can not forget his former girlfriend (Maria Valverde), so the love triangle is inevitable.",7.78818,"[{'name': 'Zeta Audiovisual', 'id': 9967}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2012-06-22,0.0,75.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,I Want You,6.6,317.0
"{'id': 244500, 'name': 'Gangs of Wasseypur Collection'}",1400000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",117691,hi,Gangs of वासेपुर,"Shahid Khan is exiled after impersonating the legendary Sultana Daku in order to rob British trains. Now outcast, Shahid becomes a worker at Ramadhir Singh's colliery, only to spur a revenge battle that passes on to generations. At the turn of the decade, Shahid's son, the philandering Sardar Khan vows to get his father's honor back, becoming the most feared man of Wasseypur.",9.777219,"[{'name': 'Anurag Kashyap Films', 'id': 11870}, {'name': 'Jar Pictures', 'id': 64666}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2012-06-22,4100000.0,320.0,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,A son seeks vengeance when his father is killed by a coal mine owner.,Gangs of Wasseypur,7.0,83.0
"{'id': 118415, 'name': 'Berserk: Golden Age Arc'}",0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",118412,ja,ベルセルク 黄金時代篇II ドルドレイ攻略,"The Band of the Hawk participates in the Midland war campaign. On the bloody battlefield, they conquer decisive victories that lead them to Doldrey, an old fortress that will decide the outcome of the war.",5.777354,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Studio 4°C', 'id': 11671}, {'name': 'Lucent Pictures Entertainment', 'id': 23335}, {'name': 'Beyond C.', 'id': 29177}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2012-06-23,0.0,98.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Berserk: The Golden Age Arc 2 - The Battle for Doldrey,7.2,67.0
"{'id': 8354, 'name': 'Ice Age Collection'}",95000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",57800,en,Ice Age: Continental Drift,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.",13.26958,"[{'name': 'Blue Sky Studios', 'id': 9383}, {'name': 'Twentieth Century Fox Animation', 'id': 11749}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-06-26,877244782.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift.",Ice Age: Continental Drift,6.2,2731.0
"{'id': 125574, 'name': 'The Amazing Spider-Man Collection'}",215000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",1930,en,The Amazing Spider-Man,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",31.102267,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Laura Ziskin Productions', 'id': 326}, {'name': 'Marvel Entertainment', 'id': 7505}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-06-27,752215857.0,136.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The untold story begins.,The Amazing Spider-Man,6.5,6734.0
"{'id': 328247, 'name': 'Magic Mike Collection'}",7000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",77930,en,Magic Mike,"Mike, an experienced stripper, takes a younger performer called The Kid under his wing and schools him in the arts of partying, picking up women, and making easy money.",8.732425,"[{'name': 'Extension 765', 'id': 8850}, {'name': 'Iron Horse Entertainment (II)', 'id': 34981}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-06-28,167221571.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Work all day. Work it all night.,Magic Mike,6.1,1062.0
"{'id': 132877, 'name': 'Painted Skin Collection'}",0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",124471,zh,Painted Skin: The Resurrection,"According to demon lore, it takes hundreds of years to attain human form. Even then, lacking a human heart, a demon cannot experience the true pains and passions of existence. However, there is a legend that if a pure human heart is freely offered to a demon, it can become a mortal and experience true life.
 Sequel of Painted Skin (2008).",3.652211,[],"[{'iso_3166_1': 'CN', 'name': 'China'}]",2012-06-28,0.0,131.0,"[{'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}]",Released,,Painted Skin: The Resurrection,5.5,25.0
"{'id': 266672, 'name': 'Ted Collection'}",50000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",72105,en,Ted,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",19.638605,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Media Rights Capital', 'id': 2531}, {'name': 'Fuzzy Door Productions', 'id': 8789}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-06-29,549368315.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Ted is coming.,Ted,6.3,4811.0
"{'id': 418219, 'name': 'Carmina - Colección'}",0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",107916,es,Carmina o revienta.,"Carmina, 58, runs a shop selling Iberian products in Seville. After several robberies and no help from her insurance company, she comes up with a way to recover the money she needs to keep her family. While she waits in her kitchen for her plan to kick in, she thinks back over her life, her work and her miracles.",1.345369,"[{'name': 'Jaleo Films', 'id': 3137}, {'name': 'Andy Joke', 'id': 24017}, {'name': 'Paloma Juanes', 'id': 24018}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2012-07-05,0.0,71.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,Carmina or Blow Up,6.5,27.0
"{'id': 185627, 'name': 'Umizaru Collection'}",0.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",162006,ja,BRAVE HEARTS 海猿,"Mika (Riisa Naka) is a flight attendant on board an airplane scheduled to land at Haneda Airport. On the way to the airport the airplane's engine starts to burn. In order to save the 346 people on board the airplane, sea marshall Daisuke Senzaki (Hideaki Ito) and his team are called into action ...",1.215935,[],"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2012-07-12,0.0,116.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Brave Hearts: Umizaru,5.8,8.0
"{'id': 252338, 'name': 'The Four Collection'}",0.0,"[{'id': 28, 'name': 'Action'}]",120143,zh,四大名捕,"An undercover agent is assigned by his corrupt chief to infiltrate a rival department and sabotage their investigation of counterfeit currency. What he discovers is the counterfeiter's real plan. To overthrow the capital. Not by flooding it with funny money, but with an army of undead.",6.653942,"[{'name': 'Beijing Enlight Pictures', 'id': 32696}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",2012-07-12,0.0,118.0,"[{'iso_639_1': 'vi', 'name': 'Tiếng Việt'}]",Released,,The Four,6.5,20.0
"{'id': 34055, 'name': 'Pokémon Collection'}",0.0,"[{'id': 16, 'name': 'Animation'}]",150213,ja,キュレムVS聖剣士ケルディオ,"The movie features Ash and his two friends Iris and Cilan, as they help a Keldeo battle against a powerful Dragon-type Pokémon named Kyurem as his test to become a Sacred Swordsman.",2.162495,"[{'name': 'TV Tokyo', 'id': 3034}, {'name': 'Oriental Light and Magic', 'id': 5372}, {'name': 'GameFreak', 'id': 5399}, {'name': 'East Japan Marketing & Communications Inc.', 'id': 8157}, {'name': 'Shogakukan', 'id': 9149}, {'name': 'Pikachu Project', 'id': 12653}, {'name': 'The Pokémon Company', 'id': 12654}, {'name': 'Shogakukan-Shueisha Productions', 'id': 12655}, {'name': 'Production I.G.', 'id': 12657}, {'name': 'Oriental Light and Magic Team Koitabashi', 'id': 12658}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2012-07-13,44057737.0,71.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,Pokémon the Movie: Kyurem vs. the Sword of Justice,5.5,28.0
"{'id': 122489, 'name': 'Billa Collection'}",0.0,"[{'id': 28, 'name': 'Action'}]",116185,ta,Billa II,"David Billa a refugee comes to Rameswaram in Tamil Nadu and his journey begins into crime. Initially he starts as a local diamond smuggler. He eventually meets Abbasi, an underworld don in Goa and helps him out in a deal and wins his favor. For one of Abbasi's deals Billa goes to Georgia where he meets a ruthless international don Demitri. They get acquainted that creates a rift between Abbasi and Billa. A challenge is thrown by Billa to Abbasi and he starts building his own empire, which eventually results in Billa crossing swords with Demitri himself. The bloody battle begins in Goa and ends in Georgia.",2.174859,"[{'name': 'Wide Angle Creations', 'id': 20761}, {'name': 'IN Entertainment', 'id': 44227}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2012-07-13,0.0,140.0,"[{'iso_639_1': 'ta', 'name': 'தமிழ்'}, {'iso_639_1': 'te', 'name': 'తెలుగు'}]",Released,The Beginning,Billa II,6.0,10.0
"{'id': 25542, 'name': 'An American Girl Collection'}",0.0,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",119893,en,An American Girl: McKenna Shoots for the Stars,A young girl (Jade Pettyjohn) struggles to maintain her school grades while competing as a gymnast.,2.112566,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2012-07-14,0.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,An American Girl: McKenna Shoots for the Stars,6.7,12.0
