director_name,director_id,id,budget,popularity,revenue,runtime,title,vote_average,vote_count,release_year,release_month,release_day,collection_id,collection_name,War,Thriller,Music,Fantasy,TV Movie,Crime,Action,Documentary,Western,History,Family,Mystery,Romance,Animation,Drama,Comedy,Foreign,Adventure,Science Fiction,Horror,director_score,actor1_id,actor1_name,actor2_id,actor2_name,actor3_id,actor3_name,actor1_score,actor2_score,actor3_score,actor_score,company_name,company_id
Brad Bird,7087.0,56292,145000000,14.25843,694713380,133.0,Mission: Impossible - Ghost Protocol,6.8,4026.0,2011,12,7,87359,Mission: Impossible Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,631442092,500.0,Tom Cruise,17604.0,Jeremy Renner,11108.0,Simon Pegg,180695030.0,146468799.4,229667012.3,185610281,"['Paramount Pictures', 'Skydance Productions', 'Bad Robot', 'TC Productions', 'Revolution Sun Studios', 'Kontsept Film Company']","[4, 6277, 11461, 21777, 76043, 76067]"
Mike Mitchell,64151.0,55301,75000000,8.066393,342695435,87.0,Alvin and the Chipmunks: Chipwrecked,5.4,499.0,2011,12,14,167613,Alvin and the Chipmunks Collection,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,284588102,11662.0,Jason Lee,212.0,David Cross,213001.0,Jenny Slate,231340229.75,312036163.875,0.0,271688197,['Fox 2000 Pictures'],[711]
Charles Martin Smith,1270.0,62837,37000000,6.695229,95404397,113.0,Dolphin Tale,6.6,166.0,2011,9,23,288491,Dolphin Tale Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7035194,192.0,Morgan Freeman,15852.0,Ashley Judd,18688.0,Harry Connick Jr.,193430701.3636364,24954495.0,64647271.333333336,94344156,"['Alcon Entertainment', 'Arc Productions']","[1088, 10280]"
Måns Mårlind,80923.0,52520,70000000,12.345348,160112671,88.0,Underworld: Awakening,6.1,1885.0,2012,1,19,2326,Underworld Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,851517,3967.0,Kate Beckinsale,9029.0,Stephen Rea,8177.0,Michael Ealy,32375687.625,16425113.0,58948680.2,35916494,"['Lakeshore Entertainment', 'Saturn Films', 'Screen Gems', 'Sketch Films', 'UW4 Productions']","[126, 831, 3287, 7738, 7740]"
Timur Bekmambetov,23430.0,57809,5800000,2.025505,25030264,89.0,Six Degrees of Celebration,6.1,16.0,2010,12,12,107465,Six Degrees of Celebration Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,122838228,122539.0,Ivan Urgant,582484.0,Sergey Svetlakov,1604363.0,Elena Plaksina,0.0,22212223.0,0.0,22212223,['Bazelevs Production'],[1038]
James Watkins,63306.0,65086,32000000,8.896679,129000000,95.0,The Woman in Black,6.1,1237.0,2012,2,1,315560,The Woman in Black Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3984669,10980.0,Daniel Radcliffe,8785.0,Ciarán Hinds,202360.0,Sidney Johnston,833607099.2,213173399.5,209696.0,348996732,"['Hammer Film Productions', 'UK Film Council', 'Alliance Films', 'Film i Väst', 'Talisman Productions', 'Cross Creek Pictures', 'Exclusive Media Group', 'Filmgate Films']","[1314, 2452, 2514, 6417, 8989, 10246, 11448, 18230]"
Brad Peyton,132876.0,72545,79000000,9.46307,355692760,94.0,Journey 2: The Mysterious Island,5.8,1050.0,2012,1,19,72547,Journey Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,112483764,27972.0,Josh Hutcherson,18918.0,Dwayne Johnson,3895.0,Michael Caine,53264706.5,154264748.9,371021172.14285713,192850209,"['New Line Cinema', 'Contrafilm', 'Walden Media']","[12, 1836, 10221]"
Brian Taylor,20192.0,71676,57000000,9.421301,132563930,95.0,Ghost Rider: Spirit of Vengeance,4.7,1163.0,2011,12,10,90306,Ghost Rider Collection,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39440053,2963.0,Nicolas Cage,8785.0,Ciarán Hinds,44649.0,Violante Placido,125189358.85714284,219374127.92307693,67876281.0,137479923,"['Columbia Pictures', 'Imagenation Abu Dhabi FZ', 'Marvel Entertainment', 'Marvel Knights', 'Hyde Park Entertainment', 'Crystal Sky Pictures', 'Michael De Luca Productions']","[5, 6736, 7505, 11106, 13816, 20241, 27551]"
Phil Lord,107446.0,64688,42000000,11.250764,201585328,109.0,21 Jump Street,6.7,4151.0,2012,3,12,212562,Jump Street Collection,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,242988466,38673.0,Channing Tatum,21007.0,Jonah Hill,60073.0,Brie Larson,104607219.8181818,170882978.26666668,18438874.666666668,97976358,"['Columbia Pictures', 'Original Film', 'Stephen J. Cannell Productions', 'Relativity Media', 'Metro-Goldwyn-Mayer (MGM)']","[5, 333, 5585, 7295, 8411]"
Jonathan Liebesman,66739.0,57165,150000000,7.739904,301970083,99.0,Wrath of the Titans,5.5,1459.0,2012,3,27,86780,Clash of the Titans Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,159591630,65731.0,Sam Worthington,3896.0,Liam Neeson,5469.0,Ralph Fiennes,486667924.75,171486598.84615386,405754190.7,354636238,"['Legendary Pictures', 'Thunder Road Pictures', 'Warner Bros.', 'Cott Productions', 'Furia de Titanes II, A.I.E.']","[923, 3528, 6194, 24175, 24176]"
Jon Hurwitz,68843.0,71552,50000000,8.10609,234989584,113.0,American Reunion,6.1,1641.0,2012,4,4,2806,American Pie Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43493123,21593.0,Jason Biggs,21595.0,Alyson Hannigan,57599.0,Seann William Scott,20827796.0,51917.0,168591317.0,63157010,['Universal Pictures'],[33]
Gareth Evans,142013.0,94329,1100000,10.528833,9148519,101.0,The Raid,7.3,1076.0,2011,9,8,257960,The Raid Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,154660,113732.0,Iko Uwais,592496.0,Joe Taslim,1202416.0,Donny Alamsyah,154660.0,0.0,154660.0,154660,"['Celluloid Dreams', 'Pt. Merantau Films', 'XYZ Films']","[860, 12141, 12142]"
Sajid Khan,14086.0,85052,6071922,1.047079,25097277,145.0,Housefull 2,5.0,28.0,2012,4,5,142015,Housefull Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,16000000,35070.0,Akshay Kumar,52971.0,John Abraham,84957.0,Ritesh Deshmukh,17278386.333333332,8633333.333333334,16000000.0,13970573,[],[]
John Madden,18844.0,74534,10000000,9.23046,136800000,124.0,The Best Exotic Marigold Hotel,6.9,468.0,2011,11,28,306937,Best Exotic Marigold Hotel Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18710897,2440.0,Bill Nighy,10978.0,Maggie Smith,207.0,Tom Wilkinson,281110481.7,588993063.1666666,122388511.33333331,330830685,"['Participant Media', 'Imagenation Abu Dhabi FZ']","[6735, 6736]"
Tim Story,20400.0,67660,12000000,5.264551,96070507,122.0,Think Like a Man,6.9,287.0,2012,4,16,239430,Think Like a Man Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,235568023,8177.0,Michael Ealy,98953.0,Jerry Ferrara,22122.0,Meagan Good,75809345.33333333,151741858.5,65050388.0,97533864,['Rainforest Films'],[1309]
Jérôme Salle,69987.0,14400,25400000,7.663624,17100000,108.0,The Heir Apparent: Largo Winch,6.1,176.0,2008,12,17,70764,Largo Winch Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,12050570,25089.0,Tomer Sisley,5470.0,Kristin Scott Thomas,59373.0,Mélanie Thierry,0.0,99797364.0,72109200.0,85953282,"['Wild Bunch', 'TF1 Films Production', 'Pan-Européenne']","[856, 3823, 6750]"
Barry Sonnenfeld,5174.0,41154,225000000,10.684385,624000000,106.0,Men in Black 3,6.3,4228.0,2012,5,23,86055,Men In Black Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,266331730,2888.0,Will Smith,2176.0,Tommy Lee Jones,16851.0,Josh Brolin,461007057.0,115377947.6,105479117.77777778,227288041,"['Amblin Entertainment', 'Media Magik Entertainment', 'Imagenation Abu Dhabi FZ', 'Hemisphere Media Capital', 'Parkes/MacDonald Productions']","[56, 5627, 6736, 9169, 11084]"
Rupert Sanders,228134.0,58595,170000000,18.751554,396600000,127.0,Snow White and the Huntsman,5.8,3183.0,2012,5,30,393379,The Huntsman Collection,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,37917.0,Kristen Stewart,6885.0,Charlize Theron,74568.0,Chris Hemsworth,235740926.0,91983325.25,356081391.85714287,227935214,"['Universal Pictures', 'Roth Films']","[33, 16314]"
Ridley Scott,578.0,70981,130000000,16.624854,403354469,124.0,Prometheus,6.3,5152.0,2012,5,30,135416,Prometheus Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,171194547,87722.0,Noomi Rapace,17288.0,Michael Fassbender,529.0,Guy Pearce,111892378.8,72825365.63636364,74630330.0,86449358,"['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Scott Free Productions', 'Brandywine Productions']","[306, 444, 1645, 19747]"
Conrad Vernon,12080.0,80321,145000000,13.829042,746900000,93.0,Madagascar 3: Europe's Most Wanted,6.4,1857.0,2012,6,6,14740,Madagascar Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,381509870,7399.0,Ben Stiller,6730.0,Sacha Baron Cohen,14409.0,David Schwimmer,213410290.8,251971175.6,302155093.0,255845520,['DreamWorks Animation'],[521]
Seth MacFarlane,52139.0,72105,50000000,19.638605,549368315,106.0,Ted,6.3,4811.0,2012,6,29,266672,Ted Collection,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13240.0,Mark Wahlberg,18973.0,Mila Kunis,52139.0,Seth MacFarlane,113756479.875,141392961.2857143,136425285.5,130524909,"['Universal Pictures', 'Media Rights Capital', 'Fuzzy Door Productions']","[33, 2531, 8789]"
Steven Soderbergh,1884.0,77930,7000000,8.732425,167200000,110.0,Magic Mike,6.1,1062.0,2012,6,28,328247,Magic Mike Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,93575487,38673.0,Channing Tatum,10297.0,Matthew McConaughey,61363.0,Alex Pettyfer,112688728.83333331,72639950.57142857,78069261.0,87799313,"['Extension 765', 'Iron Horse Entertainment (II)']","[8850, 34981]"
Marc Webb,87742.0,1930,215000000,31.102267,757930663,136.0,The Amazing Spider-Man,6.5,6734.0,2012,6,27,125574,The Amazing Spider-Man Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,60781545,37625.0,Andrew Garfield,54693.0,Emma Stone,7026.0,Rhys Ifans,73912153.83333333,95388326.5,103536095.08333331,90945525,"['Columbia Pictures', 'Laura Ziskin Productions', 'Marvel Entertainment']","[5, 326, 7505]"
Steve Martino,71729.0,57800,95000000,13.26958,877244782,88.0,Ice Age: Continental Drift,6.2,2731.0,2012,6,26,8354,Ice Age Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,7770366,5723.0,John Leguizamo,15757.0,Ray Romano,5713.0,Chris Wedge,110568890.83333331,479136026.0,886686817.0,492130578,"['Blue Sky Studios', 'Twentieth Century Fox Animation']","[9383, 11749]"
Sam Mendes,39.0,37724,200000000,20.309585,1142471295,143.0,Skyfall,6.9,7718.0,2012,10,25,645,James Bond Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,62945596,8784.0,Daniel Craig,5309.0,Judi Dench,3810.0,Javier Bardem,205700050.2222222,282904329.71428573,81684679.25,190096353,['Columbia Pictures'],[5]
David Bowers,33183.0,82650,22000000,10.225555,76196538,94.0,Diary of a Wimpy Kid: Dog Days,6.0,229.0,2012,8,2,86110,Diary of a Wimpy Kid Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,90066024,89819.0,Zachary Gordon,111922.0,Robert Capron,90498.0,Devon Bostick,243479380.2,73133666.2,72319229.33333333,129644092,['Fox 2000 Pictures'],[711]
John Gulager,62797.0,71668,5000000,5.615205,8493728,83.0,Piranha 3DD,4.1,319.0,2012,5,11,104830,Piranha 3D Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,658573,31838.0,Danielle Panabaker,130227.0,Matt Bush,74618.0,Katrina Bowden,50063212.0,14201975.5,86323486.0,50196224,"['Dimension Films', 'Mark Canton Productions', 'Intellectual Properties Worldwide']","[7405, 11761, 18524]"
Jason Moore,168667.0,114150,17000000,11.03595,115647426,112.0,Pitch Perfect,7.3,2310.0,2012,9,28,306031,Pitch Perfect Collection,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,84223.0,Anna Kendrick,73128.0,Skylar Astin,29221.0,Brittany Snow,274828948.90909094,7430976.5,14796236.0,99018720,['Brownstone Productions'],[12365]
Luc Besson,59.0,26505,87000000,9.603484,52377611,93.0,Arthur and the Revenge of Maltazard,5.3,392.0,2009,11,26,85817,Arthur and the Invisibles Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,58969702,1281.0,Freddie Highmore,12021.0,Mia Farrow,116088.0,Logan Miller,178150769.7142857,65924490.0,102223269.0,115432843,"['Sofica Europacorp', 'Apipoulaï', 'Avalanche Productions', 'TF1 Films Production', 'Canal+', 'EuropaCorp']","[854, 1076, 2525, 3823, 5358, 6896]"
Paul W.S. Anderson,4014.0,71679,65000000,0.948759,240200000,95.0,Resident Evil: Retribution,5.6,1618.0,2012,9,12,17255,Resident Evil Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,171485998,63.0,Milla Jovovich,7055.0,Sienna Guillory,17647.0,Michelle Rodriguez,94442809.57142857,181515632.0,834063795.2,370007412,['Davis-Films'],[342]
Olivier Megaton,75035.0,82675,45000000,16.376482,376100000,91.0,Taken 2,6.1,2783.0,2012,9,27,135483,Taken Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90243994,3896.0,Liam Neeson,11825.0,Maggie Grace,10696.0,Famke Janssen,244710165.0,251404406.4,77140613.66666667,191085062,"['Twentieth Century Fox Film Corporation', 'M6 Films', 'Canal+', 'Grive Productions', 'EuropaCorp', 'Ciné+']","[306, 1115, 5358, 6877, 6896, 10611]"
Scott Derrickson,55499.0,82507,3000000,12.490637,82515113,110.0,Sinister,6.8,1611.0,2012,3,29,357173,Sinister Collection,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,189130332,569.0,Ethan Hawke,928906.0,Juliet Rylance,7132.0,Vincent D'Onofrio,27358095.8,0.0,23454089.5,25406093,"['Alliance Films', 'Blumhouse Productions', 'IM Global', 'Automatik Entertainment', 'Possessed Pictures']","[2514, 3172, 7437, 7625, 23277]"
Genndy Tartakovsky,185438.0,76492,85000000,16.231945,358375603,91.0,Hotel Transylvania,6.8,2622.0,2012,9,20,185103,Hotel Transylvania Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,4078269,19292.0,Adam Sandler,884.0,Steve Buscemi,60950.0,David Spade,169091774.125,75813913.875,210551988.5,151819226,"['Columbia Pictures', 'Sony Pictures Animation']","[5, 2251]"
John Putch,21475.0,134371,10000000,2.833747,3300000,112.0,Atlas Shrugged Part II,5.4,41.0,2012,10,12,166381,Atlas Shrugged Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,5021219,20767.0,Samantha Mathis,37203.0,Jason Beghe,65344.0,Esai Morales,19152480.0,56648201.0,0.0,37900340,"['Cinema Vehicle Services', 'Atlas 2 Productions']","[25673, 30033]"
Mike Disa,108952.0,57089,30000000,9.382577,13500000,86.0,Hoodwinked Too! Hood VS. Evil,4.8,135.0,2011,4,29,87255,Hoodwinked! Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,5876026,17265.0,Hayden Panettiere,19278.0,Bill Hader,3234.0,Joan Cusack,34186245.0,201892814.8,191196468.2857143,142425176,['HW Two'],[7582]
Paco Plaza,54526.0,80280,6400000,5.335003,11019975,80.0,[REC]³ Genesis,4.9,360.0,2012,3,30,74508,[REC] Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,432671,45060.0,Leticia Dolera,111090.0,Javier Botet,126771.0,Diego Martín,0.0,25490667.5,0.0,25490668,['Filmax'],[3631]
Laurent Tirard,64575.0,99770,61000000,9.722726,61319383,110.0,Astérix and Obélix: God Save Britannia,4.9,326.0,2012,10,17,2396,Asterix and Obelix Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,62794894,16927.0,Gérard Depardieu,41035.0,Edouard Baer,6554.0,Guillaume Gallienne,48955128.0,3265941.0,11081555.0,21100875,"['France 2 Cinéma', 'France 3 Cinéma', 'Lucky Red', 'Wild Bunch', 'Octagon Films', 'Fidélité Films', 'France Télévision', 'Morena Films', 'Scope Pictures', 'Orange Cinéma Séries', 'Région Wallone', 'Cinetotal', 'Les Editions Albert René', 'Saint Sébastien Froissart', 'Stunt Bros', 'Bruxelles Capitale']","[83, 591, 779, 856, 1266, 2927, 7454, 10031, 11199, 11620, 11920, 13170, 20409, 32328, 50093, 72497]"
Henry Joost,142272.0,82990,5000000,6.188286,142802657,95.0,Paranormal Activity 4,5.2,574.0,2012,10,17,41437,Paranormal Activity Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,105042894,90596.0,Katie Featherston,221192.0,Kathryn Newton,455033.0,Matt Shively,192275938.0,216197492.0,0.0,204236715,"['Paramount Pictures', 'Blumhouse Productions', 'Room 101', 'Solana Films']","[4, 3172, 6302, 21223]"
Rob Cohen,18878.0,94348,45000000,8.279285,30353232,101.0,Alex Cross,5.1,303.0,2012,10,18,142680,Alex Cross Collection,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,240191386,80602.0,Tyler Perry,50347.0,Rachel Nichols,1003.0,Jean Reno,116385607.5,153879141.5,42668554.42857143,104311101,['Summit Entertainment'],[491]
Michael J. Bassett,69593.0,61012,20000000,5.745206,55362705,94.0,Silent Hill: Revelation 3D,5.1,435.0,2012,10,10,64748,Silent Hill Collection,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10109142,205474.0,Adelaide Clemens,239019.0,Kit Harington,48.0,Sean Bean,373062864.0,0.0,102486274.5,237774569,"['Davis-Films', 'Konami Corporation Ltd.']","[342, 343]"
Andrew Morahan,53599.0,19139,10000000,3.128836,7600,91.0,Goal! III : Taking On The World,3.8,36.0,2009,1,1,110177,Goal! Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,58982.0,Kuno Becker,76968.0,Leo Gregory,30710.0,J. J. Feild,17737889.0,15577173.0,5874530.0,13063197,[],[]
Bill Condon,15557.0,50620,120000000,26.080995,829747654,115.0,The Twilight Saga: Breaking Dawn - Part 2,6.1,2641.0,2012,11,13,33514,The Twilight Collection,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,294719851,37917.0,Kristen Stewart,11288.0,Robert Pattinson,84214.0,Taylor Lautner,264102997.5,300263292.0,468780043.6666667,344382111,"['Summit Entertainment', 'Sunswept Entertainment', 'Temple Hill Entertainment']","[491, 5219, 12292]"
Scott Speer,932088.0,85446,33000000,7.859968,140470746,99.0,Step Up Revolution,6.7,679.0,2012,7,26,86092,Step Up Collection,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,479656.0,Kathryn McCormick,932091.0,Ryan Guzman,110743.0,Stephen Boss,0.0,0.0,159291809.0,159291809,['Summit Entertainment'],[491]
Peter Jackson,108.0,49051,250000000,23.253089,1021103568,169.0,The Hobbit: An Unexpected Journey,7.0,8427.0,2012,11,26,121938,The Hobbit Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,675290292,1327.0,Ian McKellen,7060.0,Martin Freeman,30315.0,Richard Armitage,0.0,52311060.0,370569774.0,211440417,"['WingNut Films', 'New Line Cinema', 'Warner Bros. Pictures', 'Metro-Goldwyn-Mayer (MGM)']","[11, 12, 174, 8411]"
Christopher McQuarrie,9033.0,75780,60000000,12.789812,218300000,130.0,Jack Reacher,6.3,3046.0,2012,12,20,403374,Jack Reacher Collection,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,500.0,Tom Cruise,10882.0,Rosamund Pike,28633.0,Richard Jenkins,282420114.6,79984282.125,74037301.2,145480566,"['Paramount Pictures', 'Mutual Film Company', 'Skydance Productions', 'TC Productions']","[4, 762, 6277, 21777]"
Steven C. Miller,30058.0,139455,5000000,7.601525,130781,99.0,Silent Night,4.8,71.0,2012,11,30,256296,"Silent Night, Deadly Night Collection",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,13768105,5915.0,Jaime King,56890.0,Malcolm McDowell,72440.0,Brendan Fehr,47576794.333333336,99187314.625,353624124.0,166796078,"['Buffalo Gal Pictures', 'Ember Productions', 'The Genre Co.']","[11517, 18949, 18950]"
John Luessenhop,97026.0,76617,20000000,7.214828,47300000,92.0,Texas Chainsaw 3D,5.3,475.0,2013,1,3,111751,Texas Chainsaw Massacre Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80205382,109513.0,Alexandra Daddario,1054724.0,Dan Yeager,27737.0,Bill Moseley,103247353.66666669,0.0,188126.0,51717740,"['Nu Image Films', 'Lions Gate']","[925, 6644]"
Michael Tiddes,1110102.0,139038,2500000,6.531373,60141683,86.0,A Haunted House,5.4,523.0,2013,1,11,251937,A Haunted House Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9562.0,Marlon Wayans,154000.0,Essence Atkins,32907.0,Nick Swardson,139223333.66666666,31439140.0,140370709.33333334,103677728,"['Endgame Entertainment', 'Wayans Bros. Entertainment', 'IM Global', 'Open Road Films']","[1205, 1608, 7437, 10427]"
Tom Elkins,51795.0,150202,8000000,8.61296,5127434,101.0,The Haunting in Connecticut 2: Ghosts of Georgia,5.6,177.0,2013,2,1,169740,The Haunting in Connecticut Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,62747.0,Chad Michael Murray,51798.0,Katee Sackhoff,123725.0,Abigail Spencer,0.0,0.0,113232294.0,113232294,['Gold Circle Films'],[12026]
Jackie Chan,18897.0,98567,26000000,11.02591,171300000,120.0,Chinese Zodiac,6.0,266.0,2012,12,20,146136,Armour of God Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3807134,18897.0,Jackie Chan,1110519.0,Yao Xing-Tong,1233094.0,Kwon Sang-Woo,236695836.875,0.0,20967660.0,128831748,"['Emperor Motion Pictures', 'JCE Movies']","[2726, 5649]"
John Moore,12028.0,47964,92000000,12.471865,304654182,98.0,A Good Day to Die Hard,5.2,3519.0,2013,2,6,1570,Die Hard Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75467056,62.0,Bruce Willis,224181.0,Jai Courtney,8197.0,Sebastian Koch,92626853.83333331,218340595.0,130786397.0,147251282,"['Ingenious Media', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Mid Atlantic Films', 'Big Screen Productions', 'Temple Hill Entertainment', 'TSG Entertainment', 'Giant Pictures', 'Origo Film Group']","[290, 306, 444, 2735, 10893, 12292, 22213, 34396, 34397]"
John Hyams,62941.0,122857,11500000,12.887287,1402307,114.0,Universal Soldier: Day of Reckoning,5.1,139.0,2012,10,4,10713,Universal Soldier Collection,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,875386,15111.0,Jean-Claude Van Damme,78110.0,Scott Adkins,16644.0,Dolph Lundgren,245455128.25,229411020.66666663,196773911.66666663,223880020,"['Signature Pictures', 'Foresight Unlimited', 'Baumgarten Management and Productions (BMP)']","[2982, 21897, 23423]"
Richard Linklater,564.0,132344,3000000,11.30324,11176469,108.0,Before Midnight,7.3,583.0,2013,4,5,123800,Before... Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,28964762,569.0,Ethan Hawke,1146.0,Julie Delpy,12042.0,Seamus Davey-Fitzpatrick,38860067.0,1219157.0,42353387.5,27477537,"['Sony Pictures Classics', 'Castle Rock Entertainment', 'Detour Filmproduction', 'Faliro House Productions', 'Venture Forth']","[58, 97, 11510, 19246, 20313]"
Ed Gass-Donnelly,557179.0,146203,5000000,5.874458,15200000,88.0,The Last Exorcism Part II,4.4,204.0,2013,2,28,177675,The Last Exorcism Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11107823,120248.0,Ashley Bell,936970.0,Julia Garner,141226.0,Andrew Sensenig,69432527.0,12516412.666666666,8507882.666666666,30152274,"['StudioCanal', 'CBS Films']","[694, 5490]"
Jon M. Chu,54507.0,72559,130000000,10.560608,371900000,110.0,G.I. Joe: Retaliation,5.4,3045.0,2013,3,26,135468,G.I. Joe (Live-Action) Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,136183488,18918.0,Dwayne Johnson,51976.0,D.J. Cotrona,88995.0,Adrianne Palicki,196963696.0,114977104.0,28185887.0,113375562,"['Paramount Pictures', 'Di Bonaventura Pictures', 'Hasbro', 'Skydance Productions', 'Metro-Goldwyn-Mayer (MGM)', 'Saints LA']","[4, 435, 2598, 6277, 8411, 19719]"
Antoine Fuqua,20907.0,117263,70000000,10.978188,170270201,120.0,Olympus Has Fallen,6.2,3010.0,2013,3,20,386534,... Has Fallen Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114994946,17276.0,Gerard Butler,6383.0,Aaron Eckhart,9780.0,Angela Bassett,117404842.0909091,213670527.8333333,91599543.6,140891638,"['Nu Image Films', 'Millennium Films']","[925, 10254]"
Farhan Akhtar,78916.0,17501,5000000,7.633636,15000000,178.0,Don : The Chase Begins Again,7.3,68.0,2006,10,20,44724,Don Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4349500,35742.0,Shah Rukh Khan,77234.0,Priyanka Chopra,52263.0,Arjun Rampal,14937054.625,8191541.0,17000000.0,13376199,"['Excel Entertainment', 'Eros International']","[2934, 3653]"
Rakesh Roshan,1032103.0,25516,3750000,3.273286,10000000,171.0,Koi... Mil Gaya,6.4,37.0,2003,8,8,246091,Krrish Collection,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,16540000,35745.0,Preity Zinta,109621.0,Rekha,78749.0,Hrithik Roshan,9699666.666666666,9600000.0,7207930.333333333,8835866,['Filmkraft Productions Pvt. Ltd'],[82128]
Malcolm D. Lee,72024.0,4258,20000000,14.27281,78378744,86.0,Scary Movie 5,4.6,813.0,2013,4,11,4246,Scary Movie Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43650785,35548.0,Simon Rex,67600.0,Ashley Tisdale,6952.0,Charlie Sheen,7000000.0,155395116.5,82742471.6,81712529,['Dimension Films'],[7405]
